categoria,objetivo,objetivo_nome,sub_indice,n_objetivos_com_dados
2610707,10,Competências em Governo Digital,,7
2611101,1,Governança do Governo Digital,100.0,7
2611101,2,Qualidade dos Serviços Digitais,94.67,7
2611101,3,Identificação Única,0.0,7
2611101,4,Segurança e LGPD,80.0,7
2611101,5,Dados e Interoperabilidade,0.0,7
2611101,6,Infraestrutura,96.32,7
2611101,7,Inovação e Tecnologias Emergentes,,7
2611101,8,Eficiência e Processos,,7
2611101,9,Transparência e Participação,66.67,7
2611101,10,Competências em Governo Digital,,7
2611606,1,Governança do Governo Digital,100.0,7
2611606,2,Qualidade dos Serviços Digitais,85.33,7
2611606,3,Identificação Única,100.0,7
2611606,4,Segurança e LGPD,80.0,7
2611606,5,Dados e Interoperabilidade,100.0,7
2611606,6,Infraestrutura,97.2,7
2611606,7,Inovação e Tecnologias Emergentes,,7
2611606,8,Eficiência e Processos,,7
2611606,9,Transparência e Participação,77.78,7
2611606,10,Competências em Governo Digital,,7
2613701,1,Governança do Governo Digital,100.0,7
2613701,2,Qualidade dos Serviços Digitais,58.67,7
2613701,3,Identificação Única,0.0,7
2613701,4,Segurança e LGPD,60.0,7
2613701,5,Dados e Interoperabilidade,100.0,7
2613701,6,Infraestrutura,45.1,7
2613701,7,Inovação e Tecnologias Emergentes,,7
2613701,8,Eficiência e Processos,,7
2613701,9,Transparência e Participação,77.78,7
2613701,10,Competências em Governo Digital,,7
2616407,1,Governança do Governo Digital,100.0,7
2616407,2,Qualidade dos Serviços Digitais,74.67,7
2616407,3,Identificação Única,100.0,7
2616407,4,Segurança e LGPD,60.0,7
2616407,5,Dados e Interoperabilidade,0.0,7
2616407,6,Infraestrutura,66.72,7
2616407,7,Inovação e Tecnologias Emergentes,,7
2616407,8,Eficiência e Processos,,7
2616407,9,Transparência e Participação,66.67,7
2616407,10,Competências em Governo Digital,,7
2700300,1,Governança do Governo Digital,100.0,7
2700300,2,Qualidade dos Serviços Digitais,64.67,7
2700300,3,Identificação Única,100.0,7
2700300,4,Segurança e LGPD,40.0,7
2700300,5,Dados e Interoperabilidade,0.0,7
2700300,6,Infraestrutura,57.03,7
2700300,7,Inovação e Tecnologias Emergentes,,7
2700300,8,Eficiência e Processos,,7
2700300,9,Transparência e Participação,55.56,7
2700300,10,Competências em Governo Digital,,7
2704302,1,Governança do Governo Digital,100.0,7
2704302,2,Qualidade dos Serviços Digitais,58.67,7
2704302,3,Identificação Única,100.0,7
2704302,4,Segurança e LGPD,60.0,7
2704302,5,Dados e Interoperabilidade,0.0,7
2704302,6,Infraestrutura,86.44,7
2704302,7,Inovação e Tecnologias Emergentes,,7
2704302,8,Eficiência e Processos,,7
2704302,9,Transparência e Participação,77.78,7
2704302,10,Competências em Governo Digital,,7
2800308,1,Governança do Governo Digital,100.0,7
2800308,2,Qualidade dos Serviços Digitais,73.33,7
2800308,3,Identificação Única,100.0,7
2800308,4,Segurança e LGPD,60.0,7
2800308,5,Dados e Interoperabilidade,100.0,7
2800308,6,Infraestrutura,87.4,7
2800308,7,Inovação e Tecnologias Emergentes,,7
2800308,8,Eficiência e Processos,,7
2800308,9,Transparência e Participação,44.44,7
2800308,10,Competências em Governo Digital,,7
2802908,1,Governança do Governo Digital,100.0,7
2802908,2,Qualidade dos Serviços Digitais,56.67,7
2802908,3,Identificação Única,100.0,7
2802908,4,Segurança e LGPD,0.0,7
2802908,5,Dados e Interoperabilidade,0.0,7
2802908,6,Infraestrutura,76.79,7
2802908,7,Inovação e Tecnologias Emergentes,,7
2802908,8,Eficiência e Processos,,7
2802908,9,Transparência e Participação,44.44,7
2802908,10,Competências em Governo Digital,,7
2803500,1,Governança do Governo Digital,100.0,7
2803500,2,Qualidade dos Serviços Digitais,60.67,7
2803500,3,Identificação Única,100.0,7
2803500,4,Segurança e LGPD,60.0,7
2803500,5,Dados e Interoperabilidade,100.0,7
2803500,6,Infraestrutura,55.39,7
2803500,7,Inovação e Tecnologias Emergentes,,7
2803500,8,Eficiência e Processos,,7
2803500,9,Transparência e Participação,44.44,7
2803500,10,Competências em Governo Digital,,7
2804805,1,Governança do Governo Digital,100.0,7
2804805,2,Qualidade dos Serviços Digitais,60.0,7
2804805,3,Identificação Única,0.0,7
2804805,4,Segurança e LGPD,60.0,7
2804805,5,Dados e Interoperabilidade,0.0,7
2804805,6,Infraestrutura,56.25,7
2804805,7,Inovação e Tecnologias Emergentes,,7
2804805,8,Eficiência e Processos,,7
2804805,9,Transparência e Participação,44.44,7
2804805,10,Competências em Governo Digital,,7
2900702,1,Governança do Governo Digital,100.0,7
2900702,2,Qualidade dos Serviços Digitais,78.67,7
2900702,3,Identificação Única,100.0,7
2900702,4,Segurança e LGPD,0.0,7
2900702,5,Dados e Interoperabilidade,0.0,7
2900702,6,Infraestrutura,86.32,7
2900702,7,Inovação e Tecnologias Emergentes,,7
2900702,8,Eficiência e Processos,,7
2900702,9,Transparência e Participação,55.56,7
2900702,10,Competências em Governo Digital,,7
2903201,1,Governança do Governo Digital,100.0,7
2903201,2,Qualidade dos Serviços Digitais,78.0,7
2903201,3,Identificação Única,100.0,7
2903201,4,Segurança e LGPD,0.0,7
2903201,5,Dados e Interoperabilidade,0.0,7
2903201,6,Infraestrutura,64.95,7
2903201,7,Inovação e Tecnologias Emergentes,,7
2903201,8,Eficiência e Processos,,7
2903201,9,Transparência e Participação,66.67,7
2903201,10,Competências em Governo Digital,,7
2905701,1,Governança do Governo Digital,100.0,7
2905701,2,Qualidade dos Serviços Digitais,63.33,7
2905701,3,Identificação Única,100.0,7
2905701,4,Segurança e LGPD,0.0,7
2905701,5,Dados e Interoperabilidade,0.0,7
2905701,6,Infraestrutura,67.0,7
2905701,7,Inovação e Tecnologias Emergentes,,7
2905701,8,Eficiência e Processos,,7
2905701,9,Transparência e Participação,55.56,7
2905701,10,Competências em Governo Digital,,7
2910727,1,Governança do Governo Digital,100.0,7
2910727,2,Qualidade dos Serviços Digitais,65.33,7
2910727,3,Identificação Única,0.0,7
2910727,4,Segurança e LGPD,20.0,7
2910727,5,Dados e Interoperabilidade,0.0,7
2910727,6,Infraestrutura,46.7,7
2910727,7,Inovação e Tecnologias Emergentes,,7
2910727,8,Eficiência e Processos,,7
2910727,9,Transparência e Participação,50.0,7
2910727,10,Competências em Governo Digital,,7
2910800,1,Governança do Governo Digital,100.0,7
2910800,2,Qualidade dos Serviços Digitais,66.67,7
2910800,3,Identificação Única,100.0,7
2910800,4,Segurança e LGPD,20.0,7
2910800,5,Dados e Interoperabilidade,0.0,7
2910800,6,Infraestrutura,47.45,7
2910800,7,Inovação e Tecnologias Emergentes,,7
2910800,8,Eficiência e Processos,,7
2910800,9,Transparência e Participação,33.33,7
2910800,10,Competências em Governo Digital,,7
2913606,1,Governança do Governo Digital,100.0,7
2913606,2,Qualidade dos Serviços Digitais,71.33,7
2913606,3,Identificação Única,100.0,7
2913606,4,Segurança e LGPD,60.0,7
2913606,5,Dados e Interoperabilidade,100.0,7
2913606,6,Infraestrutura,55.32,7
2913606,7,Inovação e Tecnologias Emergentes,,7
2913606,8,Eficiência e Processos,,7
2913606,9,Transparência e Participação,55.56,7
2913606,10,Competências em Governo Digital,,7
2914802,1,Governança do Governo Digital,100.0,7
2914802,2,Qualidade dos Serviços Digitais,66.67,7
2914802,3,Identificação Única,0.0,7
2914802,4,Segurança e LGPD,80.0,7
2914802,5,Dados e Interoperabilidade,0.0,7
2914802,6,Infraestrutura,66.0,7
2914802,7,Inovação e Tecnologias Emergentes,,7
2914802,8,Eficiência e Processos,,7
2914802,9,Transparência e Participação,44.44,7
2914802,10,Competências em Governo Digital,,7
2918001,1,Governança do Governo Digital,100.0,7
2918001,2,Qualidade dos Serviços Digitais,56.67,7
2918001,3,Identificação Única,100.0,7
2918001,4,Segurança e LGPD,0.0,7
2918001,5,Dados e Interoperabilidade,0.0,7
2918001,6,Infraestrutura,54.74,7
2918001,7,Inovação e Tecnologias Emergentes,,7
2918001,8,Eficiência e Processos,,7
2918001,9,Transparência e Participação,77.78,7
2918001,10,Competências em Governo Digital,,7
2918407,1,Governança do Governo Digital,100.0,7
2918407,2,Qualidade dos Serviços Digitais,71.33,7
2918407,3,Identificação Única,100.0,7
2918407,4,Segurança e LGPD,40.0,7
2918407,5,Dados e Interoperabilidade,0.0,7
2918407,6,Infraestrutura,75.58,7
2918407,7,Inovação e Tecnologias Emergentes,,7
2918407,8,Eficiência e Processos,,7
2918407,9,Transparência e Participação,44.44,7
2918407,10,Competências em Governo Digital,,7
2919207,1,Governança do Governo Digital,100.0,7
2919207,2,Qualidade dos Serviços Digitais,53.33,7
2919207,3,Identificação Única,100.0,7
2919207,4,Segurança e LGPD,0.0,7
2919207,5,Dados e Interoperabilidade,0.0,7
2919207,6,Infraestrutura,45.19,7
2919207,7,Inovação e Tecnologias Emergentes,,7
2919207,8,Eficiência e Processos,,7
2919207,9,Transparência e Participação,44.44,7
2919207,10,Competências em Governo Digital,,7
2919553,1,Governança do Governo Digital,0.0,7
2919553,2,Qualidade dos Serviços Digitais,54.67,7
2919553,3,Identificação Única,0.0,7
2919553,4,Segurança e LGPD,20.0,7
2919553,5,Dados e Interoperabilidade,0.0,7
2919553,6,Infraestrutura,56.25,7
2919553,7,Inovação e Tecnologias Emergentes,,7
2919553,8,Eficiência e Processos,,7
2919553,9,Transparência e Participação,66.67,7
2919553,10,Competências em Governo Digital,,7
2924009,1,Governança do Governo Digital,100.0,7
2924009,2,Qualidade dos Serviços Digitais,60.67,7
2924009,3,Identificação Única,100.0,7
2924009,4,Segurança e LGPD,40.0,7
2924009,5,Dados e Interoperabilidade,0.0,7
2924009,6,Infraestrutura,64.59,7
2924009,7,Inovação e Tecnologias Emergentes,,7
2924009,8,Eficiência e Processos,,7
2924009,9,Transparência e Participação,77.78,7
2924009,10,Competências em Governo Digital,,7
2925303,1,Governança do Governo Digital,100.0,7
2925303,2,Qualidade dos Serviços Digitais,64.0,7
2925303,3,Identificação Única,100.0,7
2925303,4,Segurança e LGPD,20.0,7
2925303,5,Dados e Interoperabilidade,0.0,7
2925303,6,Infraestrutura,55.24,7
2925303,7,Inovação e Tecnologias Emergentes,,7
2925303,8,Eficiência e Processos,,7
2925303,9,Transparência e Participação,77.78,7
2925303,10,Competências em Governo Digital,,7
2927408,1,Governança do Governo Digital,100.0,7
2927408,2,Qualidade dos Serviços Digitais,96.0,7
2927408,3,Identificação Única,100.0,7
2927408,4,Segurança e LGPD,100.0,7
2927408,5,Dados e Interoperabilidade,100.0,7
2927408,6,Infraestrutura,96.42,7
2927408,7,Inovação e Tecnologias Emergentes,,7
2927408,8,Eficiência e Processos,,7
2927408,9,Transparência e Participação,77.78,7
2927408,10,Competências em Governo Digital,,7
2928703,1,Governança do Governo Digital,100.0,7
2928703,2,Qualidade dos Serviços Digitais,74.0,7
2928703,3,Identificação Única,100.0,7
2928703,4,Segurança e LGPD,60.0,7
2928703,5,Dados e Interoperabilidade,0.0,7
2928703,6,Infraestrutura,55.41,7
2928703,7,Inovação e Tecnologias Emergentes,,7
2928703,8,Eficiência e Processos,,7
2928703,9,Transparência e Participação,55.56,7
2928703,10,Competências em Governo Digital,,7
2930709,1,Governança do Governo Digital,100.0,7
2930709,2,Qualidade dos Serviços Digitais,54.0,7
2930709,3,Identificação Única,100.0,7
2930709,4,Segurança e LGPD,20.0,7
2930709,5,Dados e Interoperabilidade,0.0,7
2930709,6,Infraestrutura,56.0,7
2930709,7,Inovação e Tecnologias Emergentes,,7
2930709,8,Eficiência e Processos,,7
2930709,9,Transparência e Participação,55.56,7
2930709,10,Competências em Governo Digital,,7
2931350,1,Governança do Governo Digital,100.0,7
2931350,2,Qualidade dos Serviços Digitais,62.0,7
2931350,3,Identificação Única,100.0,7
2931350,4,Segurança e LGPD,20.0,7
2931350,5,Dados e Interoperabilidade,100.0,7
2931350,6,Infraestrutura,56.04,7
2931350,7,Inovação e Tecnologias Emergentes,,7
2931350,8,Eficiência e Processos,,7
2931350,9,Transparência e Participação,55.56,7
2931350,10,Competências em Governo Digital,,7
2933307,1,Governança do Governo Digital,100.0,7
2933307,2,Qualidade dos Serviços Digitais,77.33,7
2933307,3,Identificação Única,100.0,7
2933307,4,Segurança e LGPD,80.0,7
2933307,5,Dados e Interoperabilidade,100.0,7
2933307,6,Infraestrutura,95.02,7
2933307,7,Inovação e Tecnologias Emergentes,,7
2933307,8,Eficiência e Processos,,7
2933307,9,Transparência e Participação,100.0,7
2933307,10,Competências em Governo Digital,,7
3103504,1,Governança do Governo Digital,100.0,7
3103504,2,Qualidade dos Serviços Digitais,80.67,7
3103504,3,Identificação Única,100.0,7
3103504,4,Segurança e LGPD,20.0,7
3103504,5,Dados e Interoperabilidade,100.0,7
3103504,6,Infraestrutura,57.14,7
3103504,7,Inovação e Tecnologias Emergentes,,7
3103504,8,Eficiência e Processos,,7
3103504,9,Transparência e Participação,66.67,7
3103504,10,Competências em Governo Digital,,7
3104007,1,Governança do Governo Digital,100.0,7
3104007,2,Qualidade dos Serviços Digitais,76.0,7
3104007,3,Identificação Única,100.0,7
3104007,4,Segurança e LGPD,20.0,7
3104007,5,Dados e Interoperabilidade,0.0,7
3104007,6,Infraestrutura,97.65,7
3104007,7,Inovação e Tecnologias Emergentes,,7
3104007,8,Eficiência e Processos,,7
3104007,9,Transparência e Participação,44.44,7
3104007,10,Competências em Governo Digital,,7
3105608,1,Governança do Governo Digital,100.0,7
3105608,2,Qualidade dos Serviços Digitais,82.0,7
3105608,3,Identificação Única,100.0,7
3105608,4,Segurança e LGPD,20.0,7
3105608,5,Dados e Interoperabilidade,100.0,7
3105608,6,Infraestrutura,47.38,7
3105608,7,Inovação e Tecnologias Emergentes,,7
3105608,8,Eficiência e Processos,,7
3105608,9,Transparência e Participação,66.67,7
3105608,10,Competências em Governo Digital,,7
3106200,1,Governança do Governo Digital,100.0,7
3106200,2,Qualidade dos Serviços Digitais,100.0,7
3106200,3,Identificação Única,100.0,7
3106200,4,Segurança e LGPD,100.0,7
3106200,5,Dados e Interoperabilidade,100.0,7
3106200,6,Infraestrutura,97.47,7
3106200,7,Inovação e Tecnologias Emergentes,,7
3106200,8,Eficiência e Processos,,7
3106200,9,Transparência e Participação,77.78,7
3106200,10,Competências em Governo Digital,,7
3106705,1,Governança do Governo Digital,100.0,7
3106705,2,Qualidade dos Serviços Digitais,83.33,7
3106705,3,Identificação Única,100.0,7
3106705,4,Segurança e LGPD,20.0,7
3106705,5,Dados e Interoperabilidade,0.0,7
3106705,6,Infraestrutura,67.35,7
3106705,7,Inovação e Tecnologias Emergentes,,7
3106705,8,Eficiência e Processos,,7
3106705,9,Transparência e Participação,44.44,7
3106705,10,Competências em Governo Digital,,7
3118304,1,Governança do Governo Digital,100.0,7
3118304,2,Qualidade dos Serviços Digitais,60.67,7
3118304,3,Identificação Única,0.0,7
3118304,4,Segurança e LGPD,0.0,7
3118304,5,Dados e Interoperabilidade,0.0,7
3118304,6,Infraestrutura,26.85,7
3118304,7,Inovação e Tecnologias Emergentes,,7
3118304,8,Eficiência e Processos,,7
3118304,9,Transparência e Participação,44.44,7
3118304,10,Competências em Governo Digital,,7
3118601,1,Governança do Governo Digital,100.0,7
3118601,2,Qualidade dos Serviços Digitais,81.33,7
3118601,3,Identificação Única,100.0,7
3118601,4,Segurança e LGPD,40.0,7
3118601,5,Dados e Interoperabilidade,100.0,7
3118601,6,Infraestrutura,87.61,7
3118601,7,Inovação e Tecnologias Emergentes,,7
3118601,8,Eficiência e Processos,,7
3118601,9,Transparência e Participação,55.56,7
3118601,10,Competências em Governo Digital,,7
3119401,1,Governança do Governo Digital,100.0,7
3119401,2,Qualidade dos Serviços Digitais,68.67,7
3119401,3,Identificação Única,100.0,7
3119401,4,Segurança e LGPD,40.0,7
3119401,5,Dados e Interoperabilidade,0.0,7
3119401,6,Infraestrutura,58.22,7
3119401,7,Inovação e Tecnologias Emergentes,,7
3119401,8,Eficiência e Processos,,7
3119401,9,Transparência e Participação,55.56,7
3119401,10,Competências em Governo Digital,,7
3122306,1,Governança do Governo Digital,100.0,7
3122306,2,Qualidade dos Serviços Digitais,86.67,7
3122306,3,Identificação Única,100.0,7
3122306,4,Segurança e LGPD,0.0,7
3122306,5,Dados e Interoperabilidade,0.0,7
3122306,6,Infraestrutura,67.5,7
3122306,7,Inovação e Tecnologias Emergentes,,7
3122306,8,Eficiência e Processos,,7
3122306,9,Transparência e Participação,33.33,7
3122306,10,Competências em Governo Digital,,7
3127701,1,Governança do Governo Digital,100.0,7
3127701,2,Qualidade dos Serviços Digitais,72.0,7
3127701,3,Identificação Única,100.0,7
3127701,4,Segurança e LGPD,20.0,7
3127701,5,Dados e Interoperabilidade,100.0,7
3127701,6,Infraestrutura,98.19,7
3127701,7,Inovação e Tecnologias Emergentes,,7
3127701,8,Eficiência e Processos,,7
3127701,9,Transparência e Participação,77.78,7
3127701,10,Competências em Governo Digital,,7
3129806,1,Governança do Governo Digital,100.0,7
3129806,2,Qualidade dos Serviços Digitais,96.67,7
3129806,3,Identificação Única,100.0,7
3129806,4,Segurança e LGPD,0.0,7
3129806,5,Dados e Interoperabilidade,100.0,7
3129806,6,Infraestrutura,66.51,7
3129806,7,Inovação e Tecnologias Emergentes,,7
3129806,8,Eficiência e Processos,,7
3129806,9,Transparência e Participação,77.78,7
3129806,10,Competências em Governo Digital,,7
3131307,1,Governança do Governo Digital,100.0,7
3131307,2,Qualidade dos Serviços Digitais,66.67,7
3131307,3,Identificação Única,0.0,7
3131307,4,Segurança e LGPD,20.0,7
3131307,5,Dados e Interoperabilidade,0.0,7
3131307,6,Infraestrutura,47.44,7
3131307,7,Inovação e Tecnologias Emergentes,,7
3131307,8,Eficiência e Processos,,7
3131307,9,Transparência e Participação,44.44,7
3131307,10,Competências em Governo Digital,,7
3131703,1,Governança do Governo Digital,100.0,7
3131703,2,Qualidade dos Serviços Digitais,70.67,7
3131703,3,Identificação Única,0.0,7
3131703,4,Segurança e LGPD,40.0,7
3131703,5,Dados e Interoperabilidade,0.0,7
3131703,6,Infraestrutura,67.23,7
3131703,7,Inovação e Tecnologias Emergentes,,7
3131703,8,Eficiência e Processos,,7
3131703,9,Transparência e Participação,55.56,7
3131703,10,Competências em Governo Digital,,7
3134202,1,Governança do Governo Digital,100.0,7
3134202,2,Qualidade dos Serviços Digitais,74.0,7
3134202,3,Identificação Única,100.0,7
3134202,4,Segurança e LGPD,20.0,7
3134202,5,Dados e Interoperabilidade,0.0,7
3134202,6,Infraestrutura,67.6,7
3134202,7,Inovação e Tecnologias Emergentes,,7
3134202,8,Eficiência e Processos,,7
3134202,9,Transparência e Participação,55.56,7
3134202,10,Competências em Governo Digital,,7
3136702,1,Governança do Governo Digital,100.0,7
3136702,2,Qualidade dos Serviços Digitais,73.33,7
3136702,3,Identificação Única,100.0,7
3136702,4,Segurança e LGPD,100.0,7
3136702,5,Dados e Interoperabilidade,100.0,7
3136702,6,Infraestrutura,77.1,7
3136702,7,Inovação e Tecnologias Emergentes,,7
3136702,8,Eficiência e Processos,,7
3136702,9,Transparência e Participação,77.78,7
3136702,10,Competências em Governo Digital,,7
3138203,1,Governança do Governo Digital,100.0,7
3138203,2,Qualidade dos Serviços Digitais,64.67,7
3138203,3,Identificação Única,100.0,7
3138203,4,Segurança e LGPD,80.0,7
3138203,5,Dados e Interoperabilidade,0.0,7
3138203,6,Infraestrutura,76.64,7
3138203,7,Inovação e Tecnologias Emergentes,,7
3138203,8,Eficiência e Processos,,7
3138203,9,Transparência e Participação,33.33,7
3138203,10,Competências em Governo Digital,,7
3143302,1,Governança do Governo Digital,100.0,7
3143302,2,Qualidade dos Serviços Digitais,78.0,7
3143302,3,Identificação Única,100.0,7
3143302,4,Segurança e LGPD,0.0,7
3143302,5,Dados e Interoperabilidade,100.0,7
3143302,6,Infraestrutura,57.33,7
3143302,7,Inovação e Tecnologias Emergentes,,7
3143302,8,Eficiência e Processos,,7
3143302,9,Transparência e Participação,44.44,7
3143302,10,Competências em Governo Digital,,7
3143906,1,Governança do Governo Digital,100.0,7
3143906,2,Qualidade dos Serviços Digitais,73.33,7
3143906,3,Identificação Única,0.0,7
3143906,4,Segurança e LGPD,0.0,7
3143906,5,Dados e Interoperabilidade,0.0,7
3143906,6,Infraestrutura,57.0,7
3143906,7,Inovação e Tecnologias Emergentes,,7
3143906,8,Eficiência e Processos,,7
3143906,9,Transparência e Participação,66.67,7
3143906,10,Competências em Governo Digital,,7
3144805,1,Governança do Governo Digital,100.0,7
3144805,2,Qualidade dos Serviços Digitais,82.0,7
3144805,3,Identificação Única,100.0,7
3144805,4,Segurança e LGPD,0.0,7
3144805,5,Dados e Interoperabilidade,0.0,7
3144805,6,Infraestrutura,77.32,7
3144805,7,Inovação e Tecnologias Emergentes,,7
3144805,8,Eficiência e Processos,,7
3144805,9,Transparência e Participação,44.44,7
3144805,10,Competências em Governo Digital,,7
3145208,1,Governança do Governo Digital,100.0,7
3145208,2,Qualidade dos Serviços Digitais,78.0,7
3145208,3,Identificação Única,100.0,7
3145208,4,Segurança e LGPD,0.0,7
3145208,5,Dados e Interoperabilidade,100.0,7
3145208,6,Infraestrutura,97.85,7
3145208,7,Inovação e Tecnologias Emergentes,,7
3145208,8,Eficiência e Processos,,7
3145208,9,Transparência e Participação,44.44,7
3145208,10,Competências em Governo Digital,,7
3147907,1,Governança do Governo Digital,100.0,7
3147907,2,Qualidade dos Serviços Digitais,65.33,7
3147907,3,Identificação Única,0.0,7
3147907,4,Segurança e LGPD,0.0,7
3147907,5,Dados e Interoperabilidade,0.0,7
3147907,6,Infraestrutura,66.8,7
3147907,7,Inovação e Tecnologias Emergentes,,7
3147907,8,Eficiência e Processos,,7
3147907,9,Transparência e Participação,77.78,7
3147907,10,Competências em Governo Digital,,7
3148004,1,Governança do Governo Digital,100.0,7
3148004,2,Qualidade dos Serviços Digitais,80.0,7
3148004,3,Identificação Única,100.0,7
3148004,4,Segurança e LGPD,40.0,7
3148004,5,Dados e Interoperabilidade,100.0,7
3148004,6,Infraestrutura,56.67,7
3148004,7,Inovação e Tecnologias Emergentes,,7
3148004,8,Eficiência e Processos,,7
3148004,9,Transparência e Participação,77.78,7
3148004,10,Competências em Governo Digital,,7
3151800,1,Governança do Governo Digital,100.0,7
3151800,2,Qualidade dos Serviços Digitais,63.33,7
3151800,3,Identificação Única,100.0,7
3151800,4,Segurança e LGPD,40.0,7
3151800,5,Dados e Interoperabilidade,100.0,7
3151800,6,Infraestrutura,96.97,7
3151800,7,Inovação e Tecnologias Emergentes,,7
3151800,8,Eficiência e Processos,,7
3151800,9,Transparência e Participação,44.44,7
3151800,10,Competências em Governo Digital,,7
3152501,1,Governança do Governo Digital,100.0,7
3152501,2,Qualidade dos Serviços Digitais,70.0,7
3152501,3,Identificação Única,100.0,7
3152501,4,Segurança e LGPD,20.0,7
3152501,5,Dados e Interoperabilidade,0.0,7
3152501,6,Infraestrutura,77.54,7
3152501,7,Inovação e Tecnologias Emergentes,,7
3152501,8,Eficiência e Processos,,7
3152501,9,Transparência e Participação,44.44,7
3152501,10,Competências em Governo Digital,,7
3154606,1,Governança do Governo Digital,100.0,7
3154606,2,Qualidade dos Serviços Digitais,72.67,7
3154606,3,Identificação Única,100.0,7
3154606,4,Segurança e LGPD,40.0,7
3154606,5,Dados e Interoperabilidade,0.0,7
3154606,6,Infraestrutura,67.97,7
3154606,7,Inovação e Tecnologias Emergentes,,7
3154606,8,Eficiência e Processos,,7
3154606,9,Transparência e Participação,55.56,7
3154606,10,Competências em Governo Digital,,7
3156700,1,Governança do Governo Digital,100.0,7
3156700,2,Qualidade dos Serviços Digitais,79.33,7
3156700,3,Identificação Única,100.0,7
3156700,4,Segurança e LGPD,20.0,7
3156700,5,Dados e Interoperabilidade,0.0,7
3156700,6,Infraestrutura,57.73,7
3156700,7,Inovação e Tecnologias Emergentes,,7
3156700,8,Eficiência e Processos,,7
3156700,9,Transparência e Participação,44.44,7
3156700,10,Competências em Governo Digital,,7
3157807,1,Governança do Governo Digital,100.0,7
3157807,2,Qualidade dos Serviços Digitais,74.67,7
3157807,3,Identificação Única,100.0,7
3157807,4,Segurança e LGPD,40.0,7
3157807,5,Dados e Interoperabilidade,0.0,7
3157807,6,Infraestrutura,76.41,7
3157807,7,Inovação e Tecnologias Emergentes,,7
3157807,8,Eficiência e Processos,,7
3157807,9,Transparência e Participação,88.89,7
3157807,10,Competências em Governo Digital,,7
3167202,1,Governança do Governo Digital,100.0,7
3167202,2,Qualidade dos Serviços Digitais,70.0,7
3167202,3,Identificação Única,0.0,7
3167202,4,Segurança e LGPD,0.0,7
3167202,5,Dados e Interoperabilidade,100.0,7
3167202,6,Infraestrutura,87.15,7
3167202,7,Inovação e Tecnologias Emergentes,,7
3167202,8,Eficiência e Processos,,7
3167202,9,Transparência e Participação,55.56,7
3167202,10,Competências em Governo Digital,,7
3168606,1,Governança do Governo Digital,100.0,7
3168606,2,Qualidade dos Serviços Digitais,57.33,7
3168606,3,Identificação Única,100.0,7
3168606,4,Segurança e LGPD,40.0,7
3168606,5,Dados e Interoperabilidade,0.0,7
3168606,6,Infraestrutura,64.56,7
3168606,7,Inovação e Tecnologias Emergentes,,7
3168606,8,Eficiência e Processos,,7
3168606,9,Transparência e Participação,55.56,7
3168606,10,Competências em Governo Digital,,7
3169901,1,Governança do Governo Digital,100.0,7
3169901,2,Qualidade dos Serviços Digitais,70.0,7
3169901,3,Identificação Única,100.0,7
3169901,4,Segurança e LGPD,40.0,7
3169901,5,Dados e Interoperabilidade,100.0,7
3169901,6,Infraestrutura,56.68,7
3169901,7,Inovação e Tecnologias Emergentes,,7
3169901,8,Eficiência e Processos,,7
3169901,9,Transparência e Participação,66.67,7
3169901,10,Competências em Governo Digital,,7
3170107,1,Governança do Governo Digital,100.0,7
3170107,2,Qualidade dos Serviços Digitais,82.67,7
3170107,3,Identificação Única,100.0,7
3170107,4,Segurança e LGPD,80.0,7
3170107,5,Dados e Interoperabilidade,100.0,7
3170107,6,Infraestrutura,77.81,7
3170107,7,Inovação e Tecnologias Emergentes,,7
3170107,8,Eficiência e Processos,,7
3170107,9,Transparência e Participação,55.56,7
3170107,10,Competências em Governo Digital,,7
3170206,1,Governança do Governo Digital,100.0,7
3170206,2,Qualidade dos Serviços Digitais,85.33,7
3170206,3,Identificação Única,100.0,7
3170206,4,Segurança e LGPD,80.0,7
3170206,5,Dados e Interoperabilidade,100.0,7
3170206,6,Infraestrutura,97.29,7
3170206,7,Inovação e Tecnologias Emergentes,,7
3170206,8,Eficiência e Processos,,7
3170206,9,Transparência e Participação,77.78,7
3170206,10,Competências em Governo Digital,,7
3170701,1,Governança do Governo Digital,100.0,7
3170701,2,Qualidade dos Serviços Digitais,90.0,7
3170701,3,Identificação Única,0.0,7
3170701,4,Segurança e LGPD,20.0,7
3170701,5,Dados e Interoperabilidade,0.0,7
3170701,6,Infraestrutura,77.6,7
3170701,7,Inovação e Tecnologias Emergentes,,7
3170701,8,Eficiência e Processos,,7
3170701,9,Transparência e Participação,77.78,7
3170701,10,Competências em Governo Digital,,7
3171204,1,Governança do Governo Digital,100.0,7
3171204,2,Qualidade dos Serviços Digitais,63.33,7
3171204,3,Identificação Única,0.0,7
3171204,4,Segurança e LGPD,0.0,7
3171204,5,Dados e Interoperabilidade,0.0,7
3171204,6,Infraestrutura,47.1,7
3171204,7,Inovação e Tecnologias Emergentes,,7
3171204,8,Eficiência e Processos,,7
3171204,9,Transparência e Participação,55.56,7
3171204,10,Competências em Governo Digital,,7
3201209,1,Governança do Governo Digital,100.0,7
3201209,2,Qualidade dos Serviços Digitais,93.33,7
3201209,3,Identificação Única,100.0,7
3201209,4,Segurança e LGPD,100.0,7
3201209,5,Dados e Interoperabilidade,100.0,7
