categoria,objetivo,objetivo_nome,sub_indice,n_objetivos_com_dados
3518800,2,Qualidade dos Serviços Digitais,79.33,7
3518800,3,Identificação Única,100.0,7
3518800,4,Segurança e LGPD,80.0,7
3518800,5,Dados e Interoperabilidade,0.0,7
3518800,6,Infraestrutura,87.81,7
3518800,7,Inovação e Tecnologias Emergentes,,7
3518800,8,Eficiência e Processos,,7
3518800,9,Transparência e Participação,55.56,7
3518800,10,Competências em Governo Digital,,7
3519071,1,Governança do Governo Digital,100.0,7
3519071,2,Qualidade dos Serviços Digitais,76.67,7
3519071,3,Identificação Única,100.0,7
3519071,4,Segurança e LGPD,60.0,7
3519071,5,Dados e Interoperabilidade,0.0,7
3519071,6,Infraestrutura,47.26,7
3519071,7,Inovação e Tecnologias Emergentes,,7
3519071,8,Eficiência e Processos,,7
3519071,9,Transparência e Participação,55.56,7
3519071,10,Competências em Governo Digital,,7
3520509,1,Governança do Governo Digital,100.0,7
3520509,2,Qualidade dos Serviços Digitais,85.33,7
3520509,3,Identificação Única,100.0,7
3520509,4,Segurança e LGPD,20.0,7
3520509,5,Dados e Interoperabilidade,0.0,7
3520509,6,Infraestrutura,77.89,7
3520509,7,Inovação e Tecnologias Emergentes,,7
3520509,8,Eficiência e Processos,,7
3520509,9,Transparência e Participação,66.67,7
3520509,10,Competências em Governo Digital,,7
3522109,1,Governança do Governo Digital,100.0,7
3522109,2,Qualidade dos Serviços Digitais,86.67,7
3522109,3,Identificação Única,100.0,7
3522109,4,Segurança e LGPD,0.0,7
3522109,5,Dados e Interoperabilidade,100.0,7
3522109,6,Infraestrutura,57.54,7
3522109,7,Inovação e Tecnologias Emergentes,,7
3522109,8,Eficiência e Processos,,7
3522109,9,Transparência e Participação,77.78,7
3522109,10,Competências em Governo Digital,,7
3522208,1,Governança do Governo Digital,100.0,7
3522208,2,Qualidade dos Serviços Digitais,61.33,7
3522208,3,Identificação Única,100.0,7
3522208,4,Segurança e LGPD,40.0,7
3522208,5,Dados e Interoperabilidade,100.0,7
3522208,6,Infraestrutura,87.34,7
3522208,7,Inovação e Tecnologias Emergentes,,7
3522208,8,Eficiência e Processos,,7
3522208,9,Transparência e Participação,44.44,7
3522208,10,Competências em Governo Digital,,7
3522307,1,Governança do Governo Digital,100.0,7
3522307,2,Qualidade dos Serviços Digitais,53.33,7
3522307,3,Identificação Única,100.0,7
3522307,4,Segurança e LGPD,20.0,7
3522307,5,Dados e Interoperabilidade,0.0,7
3522307,6,Infraestrutura,67.31,7
3522307,7,Inovação e Tecnologias Emergentes,,7
3522307,8,Eficiência e Processos,,7
3522307,9,Transparência e Participação,66.67,7
3522307,10,Competências em Governo Digital,,7
3522505,1,Governança do Governo Digital,100.0,7
3522505,2,Qualidade dos Serviços Digitais,63.33,7
3522505,3,Identificação Única,100.0,7
3522505,4,Segurança e LGPD,80.0,7
3522505,5,Dados e Interoperabilidade,0.0,7
3522505,6,Infraestrutura,77.92,7
3522505,7,Inovação e Tecnologias Emergentes,,7
3522505,8,Eficiência e Processos,,7
3522505,9,Transparência e Participação,66.67,7
3522505,10,Competências em Governo Digital,,7
3523107,1,Governança do Governo Digital,100.0,7
3523107,2,Qualidade dos Serviços Digitais,72.67,7
3523107,3,Identificação Única,100.0,7
3523107,4,Segurança e LGPD,0.0,7
3523107,5,Dados e Interoperabilidade,0.0,7
3523107,6,Infraestrutura,87.01,7
3523107,7,Inovação e Tecnologias Emergentes,,7
3523107,8,Eficiência e Processos,,7
3523107,9,Transparência e Participação,44.44,7
3523107,10,Competências em Governo Digital,,7
3523404,1,Governança do Governo Digital,100.0,7
3523404,2,Qualidade dos Serviços Digitais,75.33,7
3523404,3,Identificação Única,100.0,7
3523404,4,Segurança e LGPD,0.0,7
3523404,5,Dados e Interoperabilidade,0.0,7
3523404,6,Infraestrutura,87.72,7
3523404,7,Inovação e Tecnologias Emergentes,,7
3523404,8,Eficiência e Processos,,7
3523404,9,Transparência e Participação,55.56,7
3523404,10,Competências em Governo Digital,,7
3523909,1,Governança do Governo Digital,100.0,7
3523909,2,Qualidade dos Serviços Digitais,54.0,7
3523909,3,Identificação Única,100.0,7
3523909,4,Segurança e LGPD,40.0,7
3523909,5,Dados e Interoperabilidade,0.0,7
3523909,6,Infraestrutura,78.63,7
3523909,7,Inovação e Tecnologias Emergentes,,7
3523909,8,Eficiência e Processos,,7
3523909,9,Transparência e Participação,66.67,7
3523909,10,Competências em Governo Digital,,7
3524402,1,Governança do Governo Digital,100.0,7
3524402,2,Qualidade dos Serviços Digitais,81.33,7
3524402,3,Identificação Única,100.0,7
3524402,4,Segurança e LGPD,60.0,7
3524402,5,Dados e Interoperabilidade,100.0,7
3524402,6,Infraestrutura,97.5,7
3524402,7,Inovação e Tecnologias Emergentes,,7
3524402,8,Eficiência e Processos,,7
3524402,9,Transparência e Participação,55.56,7
3524402,10,Competências em Governo Digital,,7
3525003,1,Governança do Governo Digital,100.0,7
3525003,2,Qualidade dos Serviços Digitais,64.0,7
3525003,3,Identificação Única,0.0,7
3525003,4,Segurança e LGPD,0.0,7
3525003,5,Dados e Interoperabilidade,0.0,7
3525003,6,Infraestrutura,47.13,7
3525003,7,Inovação e Tecnologias Emergentes,,7
3525003,8,Eficiência e Processos,,7
3525003,9,Transparência e Participação,55.56,7
3525003,10,Competências em Governo Digital,,7
3525300,1,Governança do Governo Digital,100.0,7
3525300,2,Qualidade dos Serviços Digitais,64.67,7
3525300,3,Identificação Única,100.0,7
3525300,4,Segurança e LGPD,60.0,7
3525300,5,Dados e Interoperabilidade,100.0,7
3525300,6,Infraestrutura,67.69,7
3525300,7,Inovação e Tecnologias Emergentes,,7
3525300,8,Eficiência e Processos,,7
3525300,9,Transparência e Participação,66.67,7
3525300,10,Competências em Governo Digital,,7
3525904,1,Governança do Governo Digital,100.0,7
3525904,2,Qualidade dos Serviços Digitais,92.67,7
3525904,3,Identificação Única,100.0,7
3525904,4,Segurança e LGPD,60.0,7
3525904,5,Dados e Interoperabilidade,100.0,7
3525904,6,Infraestrutura,87.43,7
3525904,7,Inovação e Tecnologias Emergentes,,7
3525904,8,Eficiência e Processos,,7
3525904,9,Transparência e Participação,77.78,7
3525904,10,Competências em Governo Digital,,7
3526902,1,Governança do Governo Digital,100.0,7
3526902,2,Qualidade dos Serviços Digitais,85.33,7
3526902,3,Identificação Única,100.0,7
3526902,4,Segurança e LGPD,60.0,7
3526902,5,Dados e Interoperabilidade,100.0,7
3526902,6,Infraestrutura,68.13,7
3526902,7,Inovação e Tecnologias Emergentes,,7
3526902,8,Eficiência e Processos,,7
3526902,9,Transparência e Participação,77.78,7
3526902,10,Competências em Governo Digital,,7
3529005,1,Governança do Governo Digital,100.0,7
3529005,2,Qualidade dos Serviços Digitais,74.67,7
3529005,3,Identificação Única,100.0,7
3529005,4,Segurança e LGPD,80.0,7
3529005,5,Dados e Interoperabilidade,0.0,7
3529005,6,Infraestrutura,68.0,7
3529005,7,Inovação e Tecnologias Emergentes,,7
3529005,8,Eficiência e Processos,,7
3529005,9,Transparência e Participação,66.67,7
3529005,10,Competências em Governo Digital,,7
3529401,1,Governança do Governo Digital,100.0,7
3529401,2,Qualidade dos Serviços Digitais,68.0,7
3529401,3,Identificação Única,0.0,7
3529401,4,Segurança e LGPD,40.0,7
3529401,5,Dados e Interoperabilidade,0.0,7
3529401,6,Infraestrutura,67.92,7
3529401,7,Inovação e Tecnologias Emergentes,,7
3529401,8,Eficiência e Processos,,7
3529401,9,Transparência e Participação,66.67,7
3529401,10,Competências em Governo Digital,,7
3530607,1,Governança do Governo Digital,100.0,7
3530607,2,Qualidade dos Serviços Digitais,88.0,7
3530607,3,Identificação Única,100.0,7
3530607,4,Segurança e LGPD,100.0,7
3530607,5,Dados e Interoperabilidade,100.0,7
3530607,6,Infraestrutura,88.05,7
3530607,7,Inovação e Tecnologias Emergentes,,7
3530607,8,Eficiência e Processos,,7
3530607,9,Transparência e Participação,88.89,7
3530607,10,Competências em Governo Digital,,7
3530706,1,Governança do Governo Digital,100.0,7
3530706,2,Qualidade dos Serviços Digitais,78.0,7
3530706,3,Identificação Única,100.0,7
3530706,4,Segurança e LGPD,60.0,7
3530706,5,Dados e Interoperabilidade,0.0,7
3530706,6,Infraestrutura,67.42,7
3530706,7,Inovação e Tecnologias Emergentes,,7
3530706,8,Eficiência e Processos,,7
3530706,9,Transparência e Participação,55.56,7
3530706,10,Competências em Governo Digital,,7
3534401,1,Governança do Governo Digital,100.0,7
3534401,2,Qualidade dos Serviços Digitais,89.33,7
3534401,3,Identificação Única,100.0,7
3534401,4,Segurança e LGPD,80.0,7
3534401,5,Dados e Interoperabilidade,0.0,7
3534401,6,Infraestrutura,97.48,7
3534401,7,Inovação e Tecnologias Emergentes,,7
3534401,8,Eficiência e Processos,,7
3534401,9,Transparência e Participação,77.78,7
3534401,10,Competências em Governo Digital,,7
3534708,1,Governança do Governo Digital,100.0,7
3534708,2,Qualidade dos Serviços Digitais,74.67,7
3534708,3,Identificação Única,100.0,7
3534708,4,Segurança e LGPD,80.0,7
3534708,5,Dados e Interoperabilidade,100.0,7
3534708,6,Infraestrutura,88.12,7
3534708,7,Inovação e Tecnologias Emergentes,,7
3534708,8,Eficiência e Processos,,7
3534708,9,Transparência e Participação,77.78,7
3534708,10,Competências em Governo Digital,,7
3536505,1,Governança do Governo Digital,100.0,7
3536505,2,Qualidade dos Serviços Digitais,83.33,7
3536505,3,Identificação Única,100.0,7
3536505,4,Segurança e LGPD,20.0,7
3536505,5,Dados e Interoperabilidade,0.0,7
3536505,6,Infraestrutura,95.5,7
3536505,7,Inovação e Tecnologias Emergentes,,7
3536505,8,Eficiência e Processos,,7
3536505,9,Transparência e Participação,66.67,7
3536505,10,Competências em Governo Digital,,7
3538006,1,Governança do Governo Digital,100.0,7
3538006,2,Qualidade dos Serviços Digitais,94.67,7
3538006,3,Identificação Única,100.0,7
3538006,4,Segurança e LGPD,80.0,7
3538006,5,Dados e Interoperabilidade,100.0,7
3538006,6,Infraestrutura,87.56,7
3538006,7,Inovação e Tecnologias Emergentes,,7
3538006,8,Eficiência e Processos,,7
3538006,9,Transparência e Participação,66.67,7
3538006,10,Competências em Governo Digital,,7
3538709,1,Governança do Governo Digital,100.0,7
3538709,2,Qualidade dos Serviços Digitais,72.0,7
3538709,3,Identificação Única,100.0,7
3538709,4,Segurança e LGPD,60.0,7
3538709,5,Dados e Interoperabilidade,0.0,7
3538709,6,Infraestrutura,67.61,7
3538709,7,Inovação e Tecnologias Emergentes,,7
3538709,8,Eficiência e Processos,,7
3538709,9,Transparência e Participação,66.67,7
3538709,10,Competências em Governo Digital,,7
3539806,1,Governança do Governo Digital,100.0,7
3539806,2,Qualidade dos Serviços Digitais,64.0,7
3539806,3,Identificação Única,100.0,7
3539806,4,Segurança e LGPD,0.0,7
3539806,5,Dados e Interoperabilidade,0.0,7
3539806,6,Infraestrutura,47.37,7
3539806,7,Inovação e Tecnologias Emergentes,,7
3539806,8,Eficiência e Processos,,7
3539806,9,Transparência e Participação,55.56,7
3539806,10,Competências em Governo Digital,,7
3541000,1,Governança do Governo Digital,100.0,7
3541000,2,Qualidade dos Serviços Digitais,84.67,7
3541000,3,Identificação Única,100.0,7
3541000,4,Segurança e LGPD,100.0,7
3541000,5,Dados e Interoperabilidade,100.0,7
3541000,6,Infraestrutura,78.33,7
3541000,7,Inovação e Tecnologias Emergentes,,7
3541000,8,Eficiência e Processos,,7
3541000,9,Transparência e Participação,88.89,7
3541000,10,Competências em Governo Digital,,7
3541406,1,Governança do Governo Digital,100.0,7
3541406,2,Qualidade dos Serviços Digitais,96.67,7
3541406,3,Identificação Única,100.0,7
3541406,4,Segurança e LGPD,100.0,7
3541406,5,Dados e Interoperabilidade,100.0,7
3541406,6,Infraestrutura,67.96,7
3541406,7,Inovação e Tecnologias Emergentes,,7
3541406,8,Eficiência e Processos,,7
3541406,9,Transparência e Participação,77.78,7
3541406,10,Competências em Governo Digital,,7
3543303,1,Governança do Governo Digital,100.0,7
3543303,2,Qualidade dos Serviços Digitais,60.67,7
3543303,3,Identificação Única,100.0,7
3543303,4,Segurança e LGPD,80.0,7
3543303,5,Dados e Interoperabilidade,100.0,7
3543303,6,Infraestrutura,67.79,7
3543303,7,Inovação e Tecnologias Emergentes,,7
3543303,8,Eficiência e Processos,,7
3543303,9,Transparência e Participação,55.56,7
3543303,10,Competências em Governo Digital,,7
3543402,1,Governança do Governo Digital,100.0,7
3543402,2,Qualidade dos Serviços Digitais,63.33,7
3543402,3,Identificação Única,100.0,7
3543402,4,Segurança e LGPD,20.0,7
3543402,5,Dados e Interoperabilidade,100.0,7
3543402,6,Infraestrutura,97.77,7
3543402,7,Inovação e Tecnologias Emergentes,,7
3543402,8,Eficiência e Processos,,7
3543402,9,Transparência e Participação,44.44,7
3543402,10,Competências em Governo Digital,,7
3543907,1,Governança do Governo Digital,100.0,7
3543907,2,Qualidade dos Serviços Digitais,72.0,7
3543907,3,Identificação Única,0.0,7
3543907,4,Segurança e LGPD,0.0,7
3543907,5,Dados e Interoperabilidade,0.0,7
3543907,6,Infraestrutura,47.44,7
3543907,7,Inovação e Tecnologias Emergentes,,7
3543907,8,Eficiência e Processos,,7
3543907,9,Transparência e Participação,55.56,7
3543907,10,Competências em Governo Digital,,7
3545209,1,Governança do Governo Digital,100.0,7
3545209,2,Qualidade dos Serviços Digitais,64.67,7
3545209,3,Identificação Única,100.0,7
3545209,4,Segurança e LGPD,0.0,7
3545209,5,Dados e Interoperabilidade,0.0,7
3545209,6,Infraestrutura,78.59,7
3545209,7,Inovação e Tecnologias Emergentes,,7
3545209,8,Eficiência e Processos,,7
3545209,9,Transparência e Participação,66.67,7
3545209,10,Competências em Governo Digital,,7
3545803,1,Governança do Governo Digital,100.0,7
3545803,2,Qualidade dos Serviços Digitais,77.33,7
3545803,3,Identificação Única,100.0,7
3545803,4,Segurança e LGPD,20.0,7
3545803,5,Dados e Interoperabilidade,0.0,7
3545803,6,Infraestrutura,77.87,7
3545803,7,Inovação e Tecnologias Emergentes,,7
3545803,8,Eficiência e Processos,,7
3545803,9,Transparência e Participação,44.44,7
3545803,10,Competências em Governo Digital,,7
3547304,1,Governança do Governo Digital,100.0,7
3547304,2,Qualidade dos Serviços Digitais,94.67,7
3547304,3,Identificação Única,100.0,7
3547304,4,Segurança e LGPD,80.0,7
3547304,5,Dados e Interoperabilidade,0.0,7
3547304,6,Infraestrutura,68.02,7
3547304,7,Inovação e Tecnologias Emergentes,,7
3547304,8,Eficiência e Processos,,7
3547304,9,Transparência e Participação,66.67,7
3547304,10,Competências em Governo Digital,,7
3547809,1,Governança do Governo Digital,100.0,7
3547809,2,Qualidade dos Serviços Digitais,61.33,7
3547809,3,Identificação Única,100.0,7
3547809,4,Segurança e LGPD,60.0,7
3547809,5,Dados e Interoperabilidade,0.0,7
3547809,6,Infraestrutura,98.15,7
3547809,7,Inovação e Tecnologias Emergentes,,7
3547809,8,Eficiência e Processos,,7
3547809,9,Transparência e Participação,44.44,7
3547809,10,Competências em Governo Digital,,7
3548500,1,Governança do Governo Digital,100.0,7
3548500,2,Qualidade dos Serviços Digitais,90.0,7
3548500,3,Identificação Única,100.0,7
3548500,4,Segurança e LGPD,80.0,7
3548500,5,Dados e Interoperabilidade,100.0,7
3548500,6,Infraestrutura,88.16,7
3548500,7,Inovação e Tecnologias Emergentes,,7
3548500,8,Eficiência e Processos,,7
3548500,9,Transparência e Participação,88.89,7
3548500,10,Competências em Governo Digital,,7
3548708,1,Governança do Governo Digital,100.0,7
3548708,2,Qualidade dos Serviços Digitais,82.0,7
3548708,3,Identificação Única,100.0,7
3548708,4,Segurança e LGPD,0.0,7
3548708,5,Dados e Interoperabilidade,100.0,7
3548708,6,Infraestrutura,97.94,7
3548708,7,Inovação e Tecnologias Emergentes,,7
3548708,8,Eficiência e Processos,,7
3548708,9,Transparência e Participação,55.56,7
3548708,10,Competências em Governo Digital,,7
3548807,1,Governança do Governo Digital,100.0,7
3548807,2,Qualidade dos Serviços Digitais,91.33,7
3548807,3,Identificação Única,100.0,7
3548807,4,Segurança e LGPD,40.0,7
3548807,5,Dados e Interoperabilidade,0.0,7
3548807,6,Infraestrutura,97.71,7
3548807,7,Inovação e Tecnologias Emergentes,,7
3548807,8,Eficiência e Processos,,7
3548807,9,Transparência e Participação,77.78,7
3548807,10,Competências em Governo Digital,,7
3548906,1,Governança do Governo Digital,100.0,7
3548906,2,Qualidade dos Serviços Digitais,74.67,7
3548906,3,Identificação Única,100.0,7
3548906,4,Segurança e LGPD,0.0,7
3548906,5,Dados e Interoperabilidade,0.0,7
3548906,6,Infraestrutura,77.43,7
3548906,7,Inovação e Tecnologias Emergentes,,7
3548906,8,Eficiência e Processos,,7
3548906,9,Transparência e Participação,55.56,7
3548906,10,Competências em Governo Digital,,7
3549805,1,Governança do Governo Digital,100.0,7
3549805,2,Qualidade dos Serviços Digitais,79.33,7
3549805,3,Identificação Única,100.0,7
3549805,4,Segurança e LGPD,80.0,7
3549805,5,Dados e Interoperabilidade,100.0,7
3549805,6,Infraestrutura,78.34,7
3549805,7,Inovação e Tecnologias Emergentes,,7
3549805,8,Eficiência e Processos,,7
3549805,9,Transparência e Participação,66.67,7
3549805,10,Competências em Governo Digital,,7
3549904,1,Governança do Governo Digital,100.0,7
3549904,2,Qualidade dos Serviços Digitais,89.33,7
3549904,3,Identificação Única,100.0,7
3549904,4,Segurança e LGPD,100.0,7
3549904,5,Dados e Interoperabilidade,0.0,7
3549904,6,Infraestrutura,87.9,7
3549904,7,Inovação e Tecnologias Emergentes,,7
3549904,8,Eficiência e Processos,,7
3549904,9,Transparência e Participação,77.78,7
3549904,10,Competências em Governo Digital,,7
3550308,1,Governança do Governo Digital,100.0,7
3550308,2,Qualidade dos Serviços Digitais,76.0,7
3550308,3,Identificação Única,100.0,7
3550308,4,Segurança e LGPD,100.0,7
3550308,5,Dados e Interoperabilidade,100.0,7
3550308,6,Infraestrutura,96.15,7
3550308,7,Inovação e Tecnologias Emergentes,,7
3550308,8,Eficiência e Processos,,7
3550308,9,Transparência e Participação,77.78,7
3550308,10,Competências em Governo Digital,,7
3551009,1,Governança do Governo Digital,100.0,7
3551009,2,Qualidade dos Serviços Digitais,84.67,7
3551009,3,Identificação Única,100.0,7
3551009,4,Segurança e LGPD,20.0,7
3551009,5,Dados e Interoperabilidade,0.0,7
3551009,6,Infraestrutura,66.95,7
3551009,7,Inovação e Tecnologias Emergentes,,7
3551009,8,Eficiência e Processos,,7
3551009,9,Transparência e Participação,55.56,7
3551009,10,Competências em Governo Digital,,7
3551702,1,Governança do Governo Digital,100.0,7
3551702,2,Qualidade dos Serviços Digitais,64.67,7
3551702,3,Identificação Única,100.0,7
3551702,4,Segurança e LGPD,0.0,7
3551702,5,Dados e Interoperabilidade,0.0,7
3551702,6,Infraestrutura,57.89,7
3551702,7,Inovação e Tecnologias Emergentes,,7
3551702,8,Eficiência e Processos,,7
3551702,9,Transparência e Participação,44.44,7
3551702,10,Competências em Governo Digital,,7
3552205,1,Governança do Governo Digital,100.0,7
3552205,2,Qualidade dos Serviços Digitais,82.0,7
3552205,3,Identificação Única,100.0,7
3552205,4,Segurança e LGPD,100.0,7
3552205,5,Dados e Interoperabilidade,0.0,7
3552205,6,Infraestrutura,87.3,7
3552205,7,Inovação e Tecnologias Emergentes,,7
3552205,8,Eficiência e Processos,,7
3552205,9,Transparência e Participação,77.78,7
3552205,10,Competências em Governo Digital,,7
3552403,1,Governança do Governo Digital,100.0,7
3552403,2,Qualidade dos Serviços Digitais,80.0,7
3552403,3,Identificação Única,100.0,7
3552403,4,Segurança e LGPD,0.0,7
3552403,5,Dados e Interoperabilidade,100.0,7
3552403,6,Infraestrutura,47.48,7
3552403,7,Inovação e Tecnologias Emergentes,,7
3552403,8,Eficiência e Processos,,7
3552403,9,Transparência e Participação,44.44,7
3552403,10,Competências em Governo Digital,,7
3552502,1,Governança do Governo Digital,100.0,7
3552502,2,Qualidade dos Serviços Digitais,79.33,7
3552502,3,Identificação Única,100.0,7
3552502,4,Segurança e LGPD,40.0,7
3552502,5,Dados e Interoperabilidade,0.0,7
3552502,6,Infraestrutura,87.92,7
3552502,7,Inovação e Tecnologias Emergentes,,7
3552502,8,Eficiência e Processos,,7
3552502,9,Transparência e Participação,66.67,7
3552502,10,Competências em Governo Digital,,7
3552809,1,Governança do Governo Digital,100.0,7
3552809,2,Qualidade dos Serviços Digitais,74.0,7
3552809,3,Identificação Única,100.0,7
3552809,4,Segurança e LGPD,40.0,7
3552809,5,Dados e Interoperabilidade,0.0,7
3552809,6,Infraestrutura,88.14,7
3552809,7,Inovação e Tecnologias Emergentes,,7
3552809,8,Eficiência e Processos,,7
3552809,9,Transparência e Participação,55.56,7
3552809,10,Competências em Governo Digital,,7
3554003,1,Governança do Governo Digital,100.0,7
3554003,2,Qualidade dos Serviços Digitais,76.0,7
3554003,3,Identificação Única,100.0,7
3554003,4,Segurança e LGPD,20.0,7
3554003,5,Dados e Interoperabilidade,0.0,7
3554003,6,Infraestrutura,66.57,7
3554003,7,Inovação e Tecnologias Emergentes,,7
3554003,8,Eficiência e Processos,,7
3554003,9,Transparência e Participação,77.78,7
3554003,10,Competências em Governo Digital,,7
3554102,1,Governança do Governo Digital,100.0,7
3554102,2,Qualidade dos Serviços Digitais,82.0,7
3554102,3,Identificação Única,100.0,7
3554102,4,Segurança e LGPD,60.0,7
3554102,5,Dados e Interoperabilidade,0.0,7
3554102,6,Infraestrutura,77.54,7
3554102,7,Inovação e Tecnologias Emergentes,,7
3554102,8,Eficiência e Processos,,7
3554102,9,Transparência e Participação,77.78,7
3554102,10,Competências em Governo Digital,,7
3556206,1,Governança do Governo Digital,100.0,7
3556206,2,Qualidade dos Serviços Digitais,81.33,7
3556206,3,Identificação Única,100.0,7
3556206,4,Segurança e LGPD,40.0,7
3556206,5,Dados e Interoperabilidade,100.0,7
3556206,6,Infraestrutura,77.66,7
3556206,7,Inovação e Tecnologias Emergentes,,7
3556206,8,Eficiência e Processos,,7
3556206,9,Transparência e Participação,44.44,7
3556206,10,Competências em Governo Digital,,7
3556503,1,Governança do Governo Digital,100.0,7
3556503,2,Qualidade dos Serviços Digitais,78.0,7
3556503,3,Identificação Única,100.0,7
3556503,4,Segurança e LGPD,0.0,7
3556503,5,Dados e Interoperabilidade,100.0,7
3556503,6,Infraestrutura,68.15,7
3556503,7,Inovação e Tecnologias Emergentes,,7
3556503,8,Eficiência e Processos,,7
3556503,9,Transparência e Participação,66.67,7
3556503,10,Competências em Governo Digital,,7
3557006,1,Governança do Governo Digital,100.0,7
3557006,2,Qualidade dos Serviços Digitais,82.67,7
3557006,3,Identificação Única,100.0,7
3557006,4,Segurança e LGPD,60.0,7
3557006,5,Dados e Interoperabilidade,0.0,7
3557006,6,Infraestrutura,67.75,7
3557006,7,Inovação e Tecnologias Emergentes,,7
3557006,8,Eficiência e Processos,,7
3557006,9,Transparência e Participação,66.67,7
3557006,10,Competências em Governo Digital,,7
4100400,1,Governança do Governo Digital,100.0,7
4100400,2,Qualidade dos Serviços Digitais,55.33,7
4100400,3,Identificação Única,0.0,7
4100400,4,Segurança e LGPD,80.0,7
4100400,5,Dados e Interoperabilidade,0.0,7
4100400,6,Infraestrutura,56.8,7
4100400,7,Inovação e Tecnologias Emergentes,,7
4100400,8,Eficiência e Processos,,7
4100400,9,Transparência e Participação,66.67,7
4100400,10,Competências em Governo Digital,,7
4101408,1,Governança do Governo Digital,100.0,7
4101408,2,Qualidade dos Serviços Digitais,83.33,7
4101408,3,Identificação Única,100.0,7
4101408,4,Segurança e LGPD,100.0,7
4101408,5,Dados e Interoperabilidade,100.0,7
4101408,6,Infraestrutura,78.9,7
4101408,7,Inovação e Tecnologias Emergentes,,7
4101408,8,Eficiência e Processos,,7
4101408,9,Transparência e Participação,66.67,7
4101408,10,Competências em Governo Digital,,7
4101507,1,Governança do Governo Digital,100.0,7
4101507,2,Qualidade dos Serviços Digitais,72.0,7
4101507,3,Identificação Única,100.0,7
4101507,4,Segurança e LGPD,60.0,7
4101507,5,Dados e Interoperabilidade,0.0,7
4101507,6,Infraestrutura,67.08,7
4101507,7,Inovação e Tecnologias Emergentes,,7
4101507,8,Eficiência e Processos,,7
4101507,9,Transparência e Participação,66.67,7
4101507,10,Competências em Governo Digital,,7
4101804,1,Governança do Governo Digital,100.0,7
4101804,2,Qualidade dos Serviços Digitais,70.0,7
4101804,3,Identificação Única,100.0,7
4101804,4,Segurança e LGPD,40.0,7
4101804,5,Dados e Interoperabilidade,0.0,7
4101804,6,Infraestrutura,56.81,7
4101804,7,Inovação e Tecnologias Emergentes,,7
4101804,8,Eficiência e Processos,,7
4101804,9,Transparência e Participação,44.44,7
4101804,10,Competências em Governo Digital,,7
4103701,1,Governança do Governo Digital,100.0,7
4103701,2,Qualidade dos Serviços Digitais,57.33,7
4103701,3,Identificação Única,0.0,7
4103701,4,Segurança e LGPD,20.0,7
4103701,5,Dados e Interoperabilidade,0.0,7
4103701,6,Infraestrutura,66.41,7
4103701,7,Inovação e Tecnologias Emergentes,,7
4103701,8,Eficiência e Processos,,7
4103701,9,Transparência e Participação,22.22,7
4103701,10,Competências em Governo Digital,,7
4104204,1,Governança do Governo Digital,100.0,7
4104204,2,Qualidade dos Serviços Digitais,77.33,7
4104204,3,Identificação Única,100.0,7
4104204,4,Segurança e LGPD,60.0,7
4104204,5,Dados e Interoperabilidade,100.0,7
4104204,6,Infraestrutura,77.99,7
4104204,7,Inovação e Tecnologias Emergentes,,7
4104204,8,Eficiência e Processos,,7
4104204,9,Transparência e Participação,66.67,7
4104204,10,Competências em Governo Digital,,7
4104808,1,Governança do Governo Digital,100.0,7
4104808,2,Qualidade dos Serviços Digitais,89.33,7
4104808,3,Identificação Única,100.0,7
4104808,4,Segurança e LGPD,80.0,7
4104808,5,Dados e Interoperabilidade,100.0,7
4104808,6,Infraestrutura,67.82,7
4104808,7,Inovação e Tecnologias Emergentes,,7
4104808,8,Eficiência e Processos,,7
4104808,9,Transparência e Participação,55.56,7
4104808,10,Competências em Governo Digital,,7
4105805,1,Governança do Governo Digital,100.0,7
4105805,2,Qualidade dos Serviços Digitais,74.67,7
4105805,3,Identificação Única,100.0,7
4105805,4,Segurança e LGPD,0.0,7
4105805,5,Dados e Interoperabilidade,0.0,7
4105805,6,Infraestrutura,67.45,7
4105805,7,Inovação e Tecnologias Emergentes,,7
4105805,8,Eficiência e Processos,,7
4105805,9,Transparência e Participação,44.44,7
4105805,10,Competências em Governo Digital,,7
4106902,1,Governança do Governo Digital,100.0,7
4106902,2,Qualidade dos Serviços Digitais,100.0,7
4106902,3,Identificação Única,100.0,7
4106902,4,Segurança e LGPD,100.0,7
4106902,5,Dados e Interoperabilidade,100.0,7
4106902,6,Infraestrutura,87.84,7
4106902,7,Inovação e Tecnologias Emergentes,,7
4106902,8,Eficiência e Processos,,7
4106902,9,Transparência e Participação,77.78,7
4106902,10,Competências em Governo Digital,,7
4107652,1,Governança do Governo Digital,100.0,7
4107652,2,Qualidade dos Serviços Digitais,70.67,7
4107652,3,Identificação Única,100.0,7
4107652,4,Segurança e LGPD,80.0,7
4107652,5,Dados e Interoperabilidade,0.0,7
4107652,6,Infraestrutura,77.07,7
4107652,7,Inovação e Tecnologias Emergentes,,7
4107652,8,Eficiência e Processos,,7
4107652,9,Transparência e Participação,66.67,7
4107652,10,Competências em Governo Digital,,7
4108304,1,Governança do Governo Digital,100.0,7
4108304,2,Qualidade dos Serviços Digitais,70.67,7
4108304,3,Identificação Única,100.0,7
4108304,4,Segurança e LGPD,40.0,7
4108304,5,Dados e Interoperabilidade,100.0,7
4108304,6,Infraestrutura,67.96,7
