nivel,unidade,unidade_nome,objetivo,objetivo_nome,ano_indice,sub_indice,indice_geral,n_objetivos_com_dados,posicao_no_objetivo
municipio,2105302,Imperatriz,4,Segurança e LGPD,,20.0,,,190
municipio,2105302,Imperatriz,5,Dados e Interoperabilidade,,100.0,,,1
municipio,2105302,Imperatriz,6,Infraestrutura,,75.73,,,136
municipio,2105302,Imperatriz,9,Transparência e Participação,,55.56,,,168
municipio,2107506,Paço do Lumiar,1,Governança do Governo Digital,,100.0,,,1
municipio,2107506,Paço do Lumiar,2,Qualidade dos Serviços Digitais,,73.33,,,168
municipio,2107506,Paço do Lumiar,3,Identificação Única,,100.0,,,1
municipio,2107506,Paço do Lumiar,4,Segurança e LGPD,,80.0,,,31
municipio,2107506,Paço do Lumiar,5,Dados e Interoperabilidade,,0.0,,,139
municipio,2107506,Paço do Lumiar,6,Infraestrutura,,64.16,,,215
municipio,2107506,Paço do Lumiar,9,Transparência e Participação,,55.56,,,168
municipio,2111201,São José de Ribamar,1,Governança do Governo Digital,,100.0,,,1
municipio,2111201,São José de Ribamar,2,Qualidade dos Serviços Digitais,,79.33,,,109
municipio,2111201,São José de Ribamar,3,Identificação Única,,100.0,,,1
municipio,2111201,São José de Ribamar,4,Segurança e LGPD,,0.0,,,257
municipio,2111201,São José de Ribamar,5,Dados e Interoperabilidade,,100.0,,,1
municipio,2111201,São José de Ribamar,6,Infraestrutura,,54.88,,,272
municipio,2111201,São José de Ribamar,9,Transparência e Participação,,66.67,,,82
municipio,2111300,São Luís,1,Governança do Governo Digital,,100.0,,,1
municipio,2111300,São Luís,2,Qualidade dos Serviços Digitais,,85.33,,,43
municipio,2111300,São Luís,3,Identificação Única,,100.0,,,1
municipio,2111300,São Luís,4,Segurança e LGPD,,60.0,,,85
municipio,2111300,São Luís,5,Dados e Interoperabilidade,,100.0,,,1
municipio,2111300,São Luís,6,Infraestrutura,,66.34,,,205
municipio,2111300,São Luís,9,Transparência e Participação,,66.67,,,82
municipio,2112209,Timon,1,Governança do Governo Digital,,100.0,,,1
municipio,2112209,Timon,2,Qualidade dos Serviços Digitais,,44.67,,,310
municipio,2112209,Timon,3,Identificação Única,,0.0,,,260
municipio,2112209,Timon,4,Segurança e LGPD,,20.0,,,190
municipio,2112209,Timon,5,Dados e Interoperabilidade,,0.0,,,139
municipio,2112209,Timon,6,Infraestrutura,,85.32,,,74
municipio,2112209,Timon,9,Transparência e Participação,,77.78,,,23
municipio,2207702,Parnaíba,1,Governança do Governo Digital,,100.0,,,1
municipio,2207702,Parnaíba,2,Qualidade dos Serviços Digitais,,54.67,,,293
municipio,2207702,Parnaíba,3,Identificação Única,,100.0,,,1
municipio,2207702,Parnaíba,4,Segurança e LGPD,,20.0,,,190
municipio,2207702,Parnaíba,5,Dados e Interoperabilidade,,100.0,,,1
municipio,2207702,Parnaíba,6,Infraestrutura,,35.28,,,309
municipio,2207702,Parnaíba,9,Transparência e Participação,,66.67,,,82
municipio,2211001,Teresina,1,Governança do Governo Digital,,100.0,,,1
municipio,2211001,Teresina,2,Qualidade dos Serviços Digitais,,80.0,,,100
municipio,2211001,Teresina,3,Identificação Única,,100.0,,,1
municipio,2211001,Teresina,4,Segurança e LGPD,,100.0,,,1
municipio,2211001,Teresina,5,Dados e Interoperabilidade,,0.0,,,139
municipio,2211001,Teresina,6,Infraestrutura,,96.51,,,23
municipio,2211001,Teresina,9,Transparência e Participação,,55.56,,,168
municipio,2303709,Caucaia,1,Governança do Governo Digital,,100.0,,,1
municipio,2303709,Caucaia,2,Qualidade dos Serviços Digitais,,82.0,,,73
municipio,2303709,Caucaia,3,Identificação Única,,100.0,,,1
municipio,2303709,Caucaia,4,Segurança e LGPD,,40.0,,,142
municipio,2303709,Caucaia,5,Dados e Interoperabilidade,,0.0,,,139
municipio,2303709,Caucaia,6,Infraestrutura,,66.55,,,201
municipio,2303709,Caucaia,9,Transparência e Participação,,55.56,,,168
municipio,2304202,Crato,1,Governança do Governo Digital,,100.0,,,1
municipio,2304202,Crato,2,Qualidade dos Serviços Digitais,,60.0,,,276
municipio,2304202,Crato,3,Identificação Única,,100.0,,,1
municipio,2304202,Crato,4,Segurança e LGPD,,60.0,,,85
municipio,2304202,Crato,5,Dados e Interoperabilidade,,100.0,,,1
municipio,2304202,Crato,6,Infraestrutura,,56.98,,,241
municipio,2304202,Crato,9,Transparência e Participação,,66.67,,,82
municipio,2304400,Fortaleza,1,Governança do Governo Digital,,100.0,,,1
municipio,2304400,Fortaleza,2,Qualidade dos Serviços Digitais,,84.0,,,59
municipio,2304400,Fortaleza,3,Identificação Única,,100.0,,,1
municipio,2304400,Fortaleza,4,Segurança e LGPD,,80.0,,,31
municipio,2304400,Fortaleza,5,Dados e Interoperabilidade,,100.0,,,1
municipio,2304400,Fortaleza,6,Infraestrutura,,77.11,,,113
municipio,2304400,Fortaleza,9,Transparência e Participação,,55.56,,,168
municipio,2306405,Itapipoca,1,Governança do Governo Digital,,0.0,,,312
municipio,2306405,Itapipoca,2,Qualidade dos Serviços Digitais,,61.33,,,260
municipio,2306405,Itapipoca,3,Identificação Única,,100.0,,,1
municipio,2306405,Itapipoca,4,Segurança e LGPD,,20.0,,,190
municipio,2306405,Itapipoca,5,Dados e Interoperabilidade,,100.0,,,1
municipio,2306405,Itapipoca,6,Infraestrutura,,55.79,,,259
municipio,2306405,Itapipoca,9,Transparência e Participação,,33.33,,,301
municipio,2307304,Juazeiro do Norte,1,Governança do Governo Digital,,100.0,,,1
municipio,2307304,Juazeiro do Norte,2,Qualidade dos Serviços Digitais,,60.0,,,276
municipio,2307304,Juazeiro do Norte,3,Identificação Única,,0.0,,,260
municipio,2307304,Juazeiro do Norte,4,Segurança e LGPD,,100.0,,,1
municipio,2307304,Juazeiro do Norte,5,Dados e Interoperabilidade,,100.0,,,1
municipio,2307304,Juazeiro do Norte,6,Infraestrutura,,77.11,,,113
municipio,2307304,Juazeiro do Norte,9,Transparência e Participação,,66.67,,,82
municipio,2307650,Maracanaú,1,Governança do Governo Digital,,100.0,,,1
municipio,2307650,Maracanaú,2,Qualidade dos Serviços Digitais,,76.67,,,137
municipio,2307650,Maracanaú,3,Identificação Única,,100.0,,,1
municipio,2307650,Maracanaú,4,Segurança e LGPD,,20.0,,,190
municipio,2307650,Maracanaú,5,Dados e Interoperabilidade,,0.0,,,139
municipio,2307650,Maracanaú,6,Infraestrutura,,57.18,,,233
municipio,2307650,Maracanaú,9,Transparência e Participação,,55.56,,,168
municipio,2307700,Maranguape,1,Governança do Governo Digital,,0.0,,,312
municipio,2307700,Maranguape,2,Qualidade dos Serviços Digitais,,53.33,,,299
municipio,2307700,Maranguape,3,Identificação Única,,100.0,,,1
municipio,2307700,Maranguape,4,Segurança e LGPD,,0.0,,,257
municipio,2307700,Maranguape,5,Dados e Interoperabilidade,,100.0,,,1
municipio,2307700,Maranguape,6,Infraestrutura,,37.21,,,307
municipio,2307700,Maranguape,9,Transparência e Participação,,33.33,,,301
municipio,2312908,Sobral,1,Governança do Governo Digital,,100.0,,,1
municipio,2312908,Sobral,2,Qualidade dos Serviços Digitais,,77.33,,,130
municipio,2312908,Sobral,3,Identificação Única,,100.0,,,1
municipio,2312908,Sobral,4,Segurança e LGPD,,20.0,,,190
municipio,2312908,Sobral,5,Dados e Interoperabilidade,,100.0,,,1
municipio,2312908,Sobral,6,Infraestrutura,,86.29,,,70
municipio,2312908,Sobral,9,Transparência e Participação,,77.78,,,23
municipio,2403251,Parnamirim,1,Governança do Governo Digital,,100.0,,,1
municipio,2403251,Parnamirim,2,Qualidade dos Serviços Digitais,,67.33,,,214
municipio,2403251,Parnamirim,3,Identificação Única,,100.0,,,1
municipio,2403251,Parnamirim,4,Segurança e LGPD,,0.0,,,257
municipio,2403251,Parnamirim,5,Dados e Interoperabilidade,,0.0,,,139
municipio,2403251,Parnamirim,6,Infraestrutura,,76.97,,,118
municipio,2403251,Parnamirim,9,Transparência e Participação,,55.56,,,168
municipio,2408003,Mossoró,1,Governança do Governo Digital,,100.0,,,1
municipio,2408003,Mossoró,2,Qualidade dos Serviços Digitais,,73.33,,,168
municipio,2408003,Mossoró,3,Identificação Única,,100.0,,,1
municipio,2408003,Mossoró,4,Segurança e LGPD,,80.0,,,31
municipio,2408003,Mossoró,5,Dados e Interoperabilidade,,0.0,,,139
municipio,2408003,Mossoró,6,Infraestrutura,,66.8,,,193
municipio,2408003,Mossoró,9,Transparência e Participação,,77.78,,,23
municipio,2408102,Natal,1,Governança do Governo Digital,,100.0,,,1
municipio,2408102,Natal,2,Qualidade dos Serviços Digitais,,82.0,,,73
municipio,2408102,Natal,3,Identificação Única,,100.0,,,1
municipio,2408102,Natal,4,Segurança e LGPD,,20.0,,,190
municipio,2408102,Natal,5,Dados e Interoperabilidade,,100.0,,,1
municipio,2408102,Natal,6,Infraestrutura,,77.22,,,109
municipio,2408102,Natal,9,Transparência e Participação,,61.11,,,166
municipio,2412005,São Gonçalo do Amarante,1,Governança do Governo Digital,,100.0,,,1
municipio,2412005,São Gonçalo do Amarante,2,Qualidade dos Serviços Digitais,,64.0,,,239
municipio,2412005,São Gonçalo do Amarante,3,Identificação Única,,100.0,,,1
municipio,2412005,São Gonçalo do Amarante,4,Segurança e LGPD,,20.0,,,190
municipio,2412005,São Gonçalo do Amarante,5,Dados e Interoperabilidade,,0.0,,,139
municipio,2412005,São Gonçalo do Amarante,6,Infraestrutura,,55.7,,,261
municipio,2412005,São Gonçalo do Amarante,9,Transparência e Participação,,55.56,,,168
municipio,2504009,Campina Grande,1,Governança do Governo Digital,,100.0,,,1
municipio,2504009,Campina Grande,2,Qualidade dos Serviços Digitais,,78.67,,,119
municipio,2504009,Campina Grande,3,Identificação Única,,0.0,,,260
municipio,2504009,Campina Grande,4,Segurança e LGPD,,40.0,,,142
municipio,2504009,Campina Grande,5,Dados e Interoperabilidade,,100.0,,,1
municipio,2504009,Campina Grande,6,Infraestrutura,,75.92,,,134
municipio,2504009,Campina Grande,9,Transparência e Participação,,55.56,,,168
municipio,2507507,João Pessoa,1,Governança do Governo Digital,,100.0,,,1
municipio,2507507,João Pessoa,2,Qualidade dos Serviços Digitais,,94.67,,,8
municipio,2507507,João Pessoa,3,Identificação Única,,100.0,,,1
municipio,2507507,João Pessoa,4,Segurança e LGPD,,60.0,,,85
municipio,2507507,João Pessoa,5,Dados e Interoperabilidade,,100.0,,,1
municipio,2507507,João Pessoa,6,Infraestrutura,,66.72,,,195
municipio,2507507,João Pessoa,9,Transparência e Participação,,88.89,,,3
municipio,2510808,Patos,1,Governança do Governo Digital,,100.0,,,1
municipio,2510808,Patos,2,Qualidade dos Serviços Digitais,,73.33,,,168
municipio,2510808,Patos,3,Identificação Única,,100.0,,,1
municipio,2510808,Patos,4,Segurança e LGPD,,80.0,,,31
municipio,2510808,Patos,5,Dados e Interoperabilidade,,100.0,,,1
municipio,2510808,Patos,6,Infraestrutura,,76.36,,,131
municipio,2510808,Patos,9,Transparência e Participação,,77.78,,,23
municipio,2513703,Santa Rita,1,Governança do Governo Digital,,100.0,,,1
municipio,2513703,Santa Rita,2,Qualidade dos Serviços Digitais,,51.33,,,304
municipio,2513703,Santa Rita,3,Identificação Única,,0.0,,,260
municipio,2513703,Santa Rita,4,Segurança e LGPD,,0.0,,,257
municipio,2513703,Santa Rita,5,Dados e Interoperabilidade,,0.0,,,139
municipio,2513703,Santa Rita,6,Infraestrutura,,64.14,,,216
municipio,2513703,Santa Rita,9,Transparência e Participação,,66.67,,,82
municipio,2602902,Cabo de Santo Agostinho,1,Governança do Governo Digital,,100.0,,,1
municipio,2602902,Cabo de Santo Agostinho,2,Qualidade dos Serviços Digitais,,67.33,,,214
municipio,2602902,Cabo de Santo Agostinho,3,Identificação Única,,0.0,,,260
municipio,2602902,Cabo de Santo Agostinho,4,Segurança e LGPD,,40.0,,,142
municipio,2602902,Cabo de Santo Agostinho,5,Dados e Interoperabilidade,,100.0,,,1
municipio,2602902,Cabo de Santo Agostinho,6,Infraestrutura,,45.45,,,301
municipio,2602902,Cabo de Santo Agostinho,9,Transparência e Participação,,66.67,,,82
municipio,2603454,Camaragibe,1,Governança do Governo Digital,,100.0,,,1
municipio,2603454,Camaragibe,2,Qualidade dos Serviços Digitais,,44.0,,,311
municipio,2603454,Camaragibe,3,Identificação Única,,100.0,,,1
municipio,2603454,Camaragibe,4,Segurança e LGPD,,20.0,,,190
municipio,2603454,Camaragibe,5,Dados e Interoperabilidade,,100.0,,,1
municipio,2603454,Camaragibe,6,Infraestrutura,,56.67,,,247
municipio,2603454,Camaragibe,9,Transparência e Participação,,55.56,,,168
municipio,2604106,Caruaru,1,Governança do Governo Digital,,100.0,,,1
municipio,2604106,Caruaru,2,Qualidade dos Serviços Digitais,,92.67,,,15
municipio,2604106,Caruaru,3,Identificação Única,,100.0,,,1
municipio,2604106,Caruaru,4,Segurança e LGPD,,60.0,,,85
municipio,2604106,Caruaru,5,Dados e Interoperabilidade,,100.0,,,1
municipio,2604106,Caruaru,6,Infraestrutura,,87.24,,,52
municipio,2604106,Caruaru,9,Transparência e Participação,,77.78,,,23
municipio,2606002,Garanhuns,1,Governança do Governo Digital,,100.0,,,1
municipio,2606002,Garanhuns,2,Qualidade dos Serviços Digitais,,76.0,,,141
municipio,2606002,Garanhuns,3,Identificação Única,,0.0,,,260
municipio,2606002,Garanhuns,4,Segurança e LGPD,,0.0,,,257
municipio,2606002,Garanhuns,5,Dados e Interoperabilidade,,100.0,,,1
municipio,2606002,Garanhuns,6,Infraestrutura,,66.57,,,199
municipio,2606002,Garanhuns,9,Transparência e Participação,,66.67,,,82
municipio,2606804,Igarassu,1,Governança do Governo Digital,,100.0,,,1
municipio,2606804,Igarassu,2,Qualidade dos Serviços Digitais,,30.0,,,317
municipio,2606804,Igarassu,3,Identificação Única,,0.0,,,260
municipio,2606804,Igarassu,4,Segurança e LGPD,,0.0,,,257
municipio,2606804,Igarassu,5,Dados e Interoperabilidade,,0.0,,,139
municipio,2606804,Igarassu,6,Infraestrutura,,46.67,,,297
municipio,2606804,Igarassu,9,Transparência e Participação,,55.56,,,168
municipio,2607901,Jaboatão dos Guararapes,1,Governança do Governo Digital,,100.0,,,1
municipio,2607901,Jaboatão dos Guararapes,2,Qualidade dos Serviços Digitais,,88.67,,,33
municipio,2607901,Jaboatão dos Guararapes,3,Identificação Única,,100.0,,,1
municipio,2607901,Jaboatão dos Guararapes,4,Segurança e LGPD,,40.0,,,142
municipio,2607901,Jaboatão dos Guararapes,5,Dados e Interoperabilidade,,100.0,,,1
municipio,2607901,Jaboatão dos Guararapes,6,Infraestrutura,,86.11,,,72
municipio,2607901,Jaboatão dos Guararapes,9,Transparência e Participação,,88.89,,,3
municipio,2609600,Olinda,1,Governança do Governo Digital,,100.0,,,1
municipio,2609600,Olinda,2,Qualidade dos Serviços Digitais,,57.33,,,283
municipio,2609600,Olinda,3,Identificação Única,,100.0,,,1
municipio,2609600,Olinda,4,Segurança e LGPD,,40.0,,,142
municipio,2609600,Olinda,5,Dados e Interoperabilidade,,0.0,,,139
municipio,2609600,Olinda,6,Infraestrutura,,66.24,,,208
municipio,2609600,Olinda,9,Transparência e Participação,,66.67,,,82
municipio,2610707,Paulista,1,Governança do Governo Digital,,100.0,,,1
municipio,2610707,Paulista,2,Qualidade dos Serviços Digitais,,62.67,,,253
municipio,2610707,Paulista,3,Identificação Única,,100.0,,,1
municipio,2610707,Paulista,4,Segurança e LGPD,,60.0,,,85
municipio,2610707,Paulista,5,Dados e Interoperabilidade,,0.0,,,139
municipio,2610707,Paulista,6,Infraestrutura,,67.02,,,184
municipio,2610707,Paulista,9,Transparência e Participação,,44.44,,,256
municipio,2611101,Petrolina,1,Governança do Governo Digital,,100.0,,,1
municipio,2611101,Petrolina,2,Qualidade dos Serviços Digitais,,94.67,,,8
municipio,2611101,Petrolina,3,Identificação Única,,0.0,,,260
municipio,2611101,Petrolina,4,Segurança e LGPD,,80.0,,,31
municipio,2611101,Petrolina,5,Dados e Interoperabilidade,,0.0,,,139
municipio,2611101,Petrolina,6,Infraestrutura,,96.32,,,25
municipio,2611101,Petrolina,9,Transparência e Participação,,66.67,,,82
municipio,2611606,Recife,1,Governança do Governo Digital,,100.0,,,1
municipio,2611606,Recife,2,Qualidade dos Serviços Digitais,,85.33,,,43
municipio,2611606,Recife,3,Identificação Única,,100.0,,,1
municipio,2611606,Recife,4,Segurança e LGPD,,80.0,,,31
municipio,2611606,Recife,5,Dados e Interoperabilidade,,100.0,,,1
municipio,2611606,Recife,6,Infraestrutura,,97.2,,,19
municipio,2611606,Recife,9,Transparência e Participação,,77.78,,,23
municipio,2613701,São Lourenço da Mata,1,Governança do Governo Digital,,100.0,,,1
municipio,2613701,São Lourenço da Mata,2,Qualidade dos Serviços Digitais,,58.67,,,280
municipio,2613701,São Lourenço da Mata,3,Identificação Única,,0.0,,,260
municipio,2613701,São Lourenço da Mata,4,Segurança e LGPD,,60.0,,,85
municipio,2613701,São Lourenço da Mata,5,Dados e Interoperabilidade,,100.0,,,1
municipio,2613701,São Lourenço da Mata,6,Infraestrutura,,45.1,,,303
municipio,2613701,São Lourenço da Mata,9,Transparência e Participação,,77.78,,,23
municipio,2616407,Vitória de Santo Antão,1,Governança do Governo Digital,,100.0,,,1
municipio,2616407,Vitória de Santo Antão,2,Qualidade dos Serviços Digitais,,74.67,,,150
municipio,2616407,Vitória de Santo Antão,3,Identificação Única,,100.0,,,1
municipio,2616407,Vitória de Santo Antão,4,Segurança e LGPD,,60.0,,,85
municipio,2616407,Vitória de Santo Antão,5,Dados e Interoperabilidade,,0.0,,,139
municipio,2616407,Vitória de Santo Antão,6,Infraestrutura,,66.72,,,195
municipio,2616407,Vitória de Santo Antão,9,Transparência e Participação,,66.67,,,82
municipio,2700300,Arapiraca,1,Governança do Governo Digital,,100.0,,,1
municipio,2700300,Arapiraca,2,Qualidade dos Serviços Digitais,,64.67,,,230
municipio,2700300,Arapiraca,3,Identificação Única,,100.0,,,1
municipio,2700300,Arapiraca,4,Segurança e LGPD,,40.0,,,142
municipio,2700300,Arapiraca,5,Dados e Interoperabilidade,,0.0,,,139
municipio,2700300,Arapiraca,6,Infraestrutura,,57.03,,,237
municipio,2700300,Arapiraca,9,Transparência e Participação,,55.56,,,168
municipio,2704302,Maceió,1,Governança do Governo Digital,,100.0,,,1
municipio,2704302,Maceió,2,Qualidade dos Serviços Digitais,,58.67,,,280
municipio,2704302,Maceió,3,Identificação Única,,100.0,,,1
municipio,2704302,Maceió,4,Segurança e LGPD,,60.0,,,85
municipio,2704302,Maceió,5,Dados e Interoperabilidade,,0.0,,,139
municipio,2704302,Maceió,6,Infraestrutura,,86.44,,,66
municipio,2704302,Maceió,9,Transparência e Participação,,77.78,,,23
municipio,2800308,Aracaju,1,Governança do Governo Digital,,100.0,,,1
municipio,2800308,Aracaju,2,Qualidade dos Serviços Digitais,,73.33,,,168
municipio,2800308,Aracaju,3,Identificação Única,,100.0,,,1
municipio,2800308,Aracaju,4,Segurança e LGPD,,60.0,,,85
municipio,2800308,Aracaju,5,Dados e Interoperabilidade,,100.0,,,1
municipio,2800308,Aracaju,6,Infraestrutura,,87.4,,,49
municipio,2800308,Aracaju,9,Transparência e Participação,,44.44,,,256
municipio,2802908,Itabaiana,1,Governança do Governo Digital,,100.0,,,1
municipio,2802908,Itabaiana,2,Qualidade dos Serviços Digitais,,56.67,,,288
municipio,2802908,Itabaiana,3,Identificação Única,,100.0,,,1
municipio,2802908,Itabaiana,4,Segurança e LGPD,,0.0,,,257
municipio,2802908,Itabaiana,5,Dados e Interoperabilidade,,0.0,,,139
municipio,2802908,Itabaiana,6,Infraestrutura,,76.79,,,119
municipio,2802908,Itabaiana,9,Transparência e Participação,,44.44,,,256
municipio,2803500,Lagarto,1,Governança do Governo Digital,,100.0,,,1
municipio,2803500,Lagarto,2,Qualidade dos Serviços Digitais,,60.67,,,265
municipio,2803500,Lagarto,3,Identificação Única,,100.0,,,1
municipio,2803500,Lagarto,4,Segurança e LGPD,,60.0,,,85
municipio,2803500,Lagarto,5,Dados e Interoperabilidade,,100.0,,,1
municipio,2803500,Lagarto,6,Infraestrutura,,55.39,,,264
municipio,2803500,Lagarto,9,Transparência e Participação,,44.44,,,256
municipio,2804805,Nossa Senhora do Socorro,1,Governança do Governo Digital,,100.0,,,1
municipio,2804805,Nossa Senhora do Socorro,2,Qualidade dos Serviços Digitais,,60.0,,,276
municipio,2804805,Nossa Senhora do Socorro,3,Identificação Única,,0.0,,,260
municipio,2804805,Nossa Senhora do Socorro,4,Segurança e LGPD,,60.0,,,85
municipio,2804805,Nossa Senhora do Socorro,5,Dados e Interoperabilidade,,0.0,,,139
municipio,2804805,Nossa Senhora do Socorro,6,Infraestrutura,,56.25,,,254
municipio,2804805,Nossa Senhora do Socorro,9,Transparência e Participação,,44.44,,,256
municipio,2900702,Alagoinhas,1,Governança do Governo Digital,,100.0,,,1
municipio,2900702,Alagoinhas,2,Qualidade dos Serviços Digitais,,78.67,,,119
municipio,2900702,Alagoinhas,3,Identificação Única,,100.0,,,1
municipio,2900702,Alagoinhas,4,Segurança e LGPD,,0.0,,,257
municipio,2900702,Alagoinhas,5,Dados e Interoperabilidade,,0.0,,,139
municipio,2900702,Alagoinhas,6,Infraestrutura,,86.32,,,68
municipio,2900702,Alagoinhas,9,Transparência e Participação,,55.56,,,168
municipio,2903201,Barreiras,1,Governança do Governo Digital,,100.0,,,1
municipio,2903201,Barreiras,2,Qualidade dos Serviços Digitais,,78.0,,,124
municipio,2903201,Barreiras,3,Identificação Única,,100.0,,,1
municipio,2903201,Barreiras,4,Segurança e LGPD,,0.0,,,257
municipio,2903201,Barreiras,5,Dados e Interoperabilidade,,0.0,,,139
municipio,2903201,Barreiras,6,Infraestrutura,,64.95,,,212
municipio,2903201,Barreiras,9,Transparência e Participação,,66.67,,,82
municipio,2905701,Camaçari,1,Governança do Governo Digital,,100.0,,,1
municipio,2905701,Camaçari,2,Qualidade dos Serviços Digitais,,63.33,,,246
municipio,2905701,Camaçari,3,Identificação Única,,100.0,,,1
municipio,2905701,Camaçari,4,Segurança e LGPD,,0.0,,,257
municipio,2905701,Camaçari,5,Dados e Interoperabilidade,,0.0,,,139
municipio,2905701,Camaçari,6,Infraestrutura,,67.0,,,185
municipio,2905701,Camaçari,9,Transparência e Participação,,55.56,,,168
municipio,2910727,Eunápolis,1,Governança do Governo Digital,,100.0,,,1
municipio,2910727,Eunápolis,2,Qualidade dos Serviços Digitais,,65.33,,,227
municipio,2910727,Eunápolis,3,Identificação Única,,0.0,,,260
municipio,2910727,Eunápolis,4,Segurança e LGPD,,20.0,,,190
municipio,2910727,Eunápolis,5,Dados e Interoperabilidade,,0.0,,,139
municipio,2910727,Eunápolis,6,Infraestrutura,,46.7,,,296
municipio,2910727,Eunápolis,9,Transparência e Participação,,50.0,,,255
municipio,2910800,Feira de Santana,1,Governança do Governo Digital,,100.0,,,1
municipio,2910800,Feira de Santana,2,Qualidade dos Serviços Digitais,,66.67,,,219
municipio,2910800,Feira de Santana,3,Identificação Única,,100.0,,,1
municipio,2910800,Feira de Santana,4,Segurança e LGPD,,20.0,,,190
municipio,2910800,Feira de Santana,5,Dados e Interoperabilidade,,0.0,,,139
municipio,2910800,Feira de Santana,6,Infraestrutura,,47.45,,,283
municipio,2910800,Feira de Santana,9,Transparência e Participação,,33.33,,,301
municipio,2913606,Ilhéus,1,Governança do Governo Digital,,100.0,,,1
municipio,2913606,Ilhéus,2,Qualidade dos Serviços Digitais,,71.33,,,188
municipio,2913606,Ilhéus,3,Identificação Única,,100.0,,,1
municipio,2913606,Ilhéus,4,Segurança e LGPD,,60.0,,,85
municipio,2913606,Ilhéus,5,Dados e Interoperabilidade,,100.0,,,1
municipio,2913606,Ilhéus,6,Infraestrutura,,55.32,,,265
municipio,2913606,Ilhéus,9,Transparência e Participação,,55.56,,,168
municipio,2914802,Itabuna,1,Governança do Governo Digital,,100.0,,,1
municipio,2914802,Itabuna,2,Qualidade dos Serviços Digitais,,66.67,,,219
municipio,2914802,Itabuna,3,Identificação Única,,0.0,,,260
municipio,2914802,Itabuna,4,Segurança e LGPD,,80.0,,,31
municipio,2914802,Itabuna,5,Dados e Interoperabilidade,,0.0,,,139
municipio,2914802,Itabuna,6,Infraestrutura,,66.0,,,210
municipio,2914802,Itabuna,9,Transparência e Participação,,44.44,,,256
municipio,2918001,Jequié,1,Governança do Governo Digital,,100.0,,,1
municipio,2918001,Jequié,2,Qualidade dos Serviços Digitais,,56.67,,,288
municipio,2918001,Jequié,3,Identificação Única,,100.0,,,1
municipio,2918001,Jequié,4,Segurança e LGPD,,0.0,,,257
municipio,2918001,Jequié,5,Dados e Interoperabilidade,,0.0,,,139
municipio,2918001,Jequié,6,Infraestrutura,,54.74,,,273
municipio,2918001,Jequié,9,Transparência e Participação,,77.78,,,23
municipio,2918407,Juazeiro,1,Governança do Governo Digital,,100.0,,,1
municipio,2918407,Juazeiro,2,Qualidade dos Serviços Digitais,,71.33,,,188
municipio,2918407,Juazeiro,3,Identificação Única,,100.0,,,1
municipio,2918407,Juazeiro,4,Segurança e LGPD,,40.0,,,142
municipio,2918407,Juazeiro,5,Dados e Interoperabilidade,,0.0,,,139
municipio,2918407,Juazeiro,6,Infraestrutura,,75.58,,,137
municipio,2918407,Juazeiro,9,Transparência e Participação,,44.44,,,256
municipio,2919207,Lauro de Freitas,1,Governança do Governo Digital,,100.0,,,1
municipio,2919207,Lauro de Freitas,2,Qualidade dos Serviços Digitais,,53.33,,,299
municipio,2919207,Lauro de Freitas,3,Identificação Única,,100.0,,,1
municipio,2919207,Lauro de Freitas,4,Segurança e LGPD,,0.0,,,257
municipio,2919207,Lauro de Freitas,5,Dados e Interoperabilidade,,0.0,,,139
municipio,2919207,Lauro de Freitas,6,Infraestrutura,,45.19,,,302
municipio,2919207,Lauro de Freitas,9,Transparência e Participação,,44.44,,,256
municipio,2919553,Luís Eduardo Magalhães,1,Governança do Governo Digital,,0.0,,,312
municipio,2919553,Luís Eduardo Magalhães,2,Qualidade dos Serviços Digitais,,54.67,,,293
municipio,2919553,Luís Eduardo Magalhães,3,Identificação Única,,0.0,,,260
municipio,2919553,Luís Eduardo Magalhães,4,Segurança e LGPD,,20.0,,,190
municipio,2919553,Luís Eduardo Magalhães,5,Dados e Interoperabilidade,,0.0,,,139
municipio,2919553,Luís Eduardo Magalhães,6,Infraestrutura,,56.25,,,254
municipio,2919553,Luís Eduardo Magalhães,9,Transparência e Participação,,66.67,,,82
municipio,2924009,Paulo Afonso,1,Governança do Governo Digital,,100.0,,,1
municipio,2924009,Paulo Afonso,2,Qualidade dos Serviços Digitais,,60.67,,,265
municipio,2924009,Paulo Afonso,3,Identificação Única,,100.0,,,1
municipio,2924009,Paulo Afonso,4,Segurança e LGPD,,40.0,,,142
municipio,2924009,Paulo Afonso,5,Dados e Interoperabilidade,,0.0,,,139
municipio,2924009,Paulo Afonso,6,Infraestrutura,,64.59,,,213
municipio,2924009,Paulo Afonso,9,Transparência e Participação,,77.78,,,23
municipio,2925303,Porto Seguro,1,Governança do Governo Digital,,100.0,,,1
municipio,2925303,Porto Seguro,2,Qualidade dos Serviços Digitais,,64.0,,,239
municipio,2925303,Porto Seguro,3,Identificação Única,,100.0,,,1
municipio,2925303,Porto Seguro,4,Segurança e LGPD,,20.0,,,190
municipio,2925303,Porto Seguro,5,Dados e Interoperabilidade,,0.0,,,139
municipio,2925303,Porto Seguro,6,Infraestrutura,,55.24,,,268
municipio,2925303,Porto Seguro,9,Transparência e Participação,,77.78,,,23
municipio,2927408,Salvador,1,Governança do Governo Digital,,100.0,,,1
municipio,2927408,Salvador,2,Qualidade dos Serviços Digitais,,96.0,,,5
