nivel,unidade,unidade_nome,objetivo,objetivo_nome,ano_indice,sub_indice,indice_geral,n_objetivos_com_dados,posicao_no_objetivo
municipio,3201506,Colatina,6,Infraestrutura,,67.77,,,154
municipio,3201506,Colatina,9,Transparência e Participação,,72.22,,,81
municipio,3202405,Guarapari,1,Governança do Governo Digital,,100.0,,,1
municipio,3202405,Guarapari,2,Qualidade dos Serviços Digitais,,60.67,,,265
municipio,3202405,Guarapari,3,Identificação Única,,100.0,,,1
municipio,3202405,Guarapari,4,Segurança e LGPD,,0.0,,,257
municipio,3202405,Guarapari,5,Dados e Interoperabilidade,,0.0,,,139
municipio,3202405,Guarapari,6,Infraestrutura,,48.48,,,278
municipio,3202405,Guarapari,9,Transparência e Participação,,66.67,,,82
municipio,3203205,Linhares,1,Governança do Governo Digital,,100.0,,,1
municipio,3203205,Linhares,2,Qualidade dos Serviços Digitais,,92.0,,,17
municipio,3203205,Linhares,3,Identificação Única,,100.0,,,1
municipio,3203205,Linhares,4,Segurança e LGPD,,80.0,,,31
municipio,3203205,Linhares,5,Dados e Interoperabilidade,,100.0,,,1
municipio,3203205,Linhares,6,Infraestrutura,,74.99,,,138
municipio,3203205,Linhares,9,Transparência e Participação,,55.56,,,168
municipio,3204906,São Mateus,1,Governança do Governo Digital,,100.0,,,1
municipio,3204906,São Mateus,2,Qualidade dos Serviços Digitais,,80.0,,,100
municipio,3204906,São Mateus,3,Identificação Única,,100.0,,,1
municipio,3204906,São Mateus,4,Segurança e LGPD,,20.0,,,190
municipio,3204906,São Mateus,5,Dados e Interoperabilidade,,0.0,,,139
municipio,3204906,São Mateus,6,Infraestrutura,,67.27,,,178
municipio,3204906,São Mateus,9,Transparência e Participação,,83.33,,,22
municipio,3205002,Serra,1,Governança do Governo Digital,,100.0,,,1
municipio,3205002,Serra,2,Qualidade dos Serviços Digitais,,85.33,,,43
municipio,3205002,Serra,3,Identificação Única,,100.0,,,1
municipio,3205002,Serra,4,Segurança e LGPD,,40.0,,,142
municipio,3205002,Serra,5,Dados e Interoperabilidade,,100.0,,,1
municipio,3205002,Serra,6,Infraestrutura,,77.8,,,91
municipio,3205002,Serra,9,Transparência e Participação,,77.78,,,23
municipio,3205200,Vila Velha,1,Governança do Governo Digital,,100.0,,,1
municipio,3205200,Vila Velha,2,Qualidade dos Serviços Digitais,,86.0,,,41
municipio,3205200,Vila Velha,3,Identificação Única,,100.0,,,1
municipio,3205200,Vila Velha,4,Segurança e LGPD,,40.0,,,142
municipio,3205200,Vila Velha,5,Dados e Interoperabilidade,,100.0,,,1
municipio,3205200,Vila Velha,6,Infraestrutura,,98.29,,,2
municipio,3205200,Vila Velha,9,Transparência e Participação,,100.0,,,1
municipio,3205309,Vitória,1,Governança do Governo Digital,,100.0,,,1
municipio,3205309,Vitória,2,Qualidade dos Serviços Digitais,,83.33,,,61
municipio,3205309,Vitória,3,Identificação Única,,0.0,,,260
municipio,3205309,Vitória,4,Segurança e LGPD,,80.0,,,31
municipio,3205309,Vitória,5,Dados e Interoperabilidade,,100.0,,,1
municipio,3205309,Vitória,6,Infraestrutura,,78.23,,,82
municipio,3205309,Vitória,9,Transparência e Participação,,88.89,,,3
municipio,3300100,Angra dos Reis,1,Governança do Governo Digital,,100.0,,,1
municipio,3300100,Angra dos Reis,2,Qualidade dos Serviços Digitais,,74.67,,,150
municipio,3300100,Angra dos Reis,3,Identificação Única,,100.0,,,1
municipio,3300100,Angra dos Reis,4,Segurança e LGPD,,100.0,,,1
municipio,3300100,Angra dos Reis,5,Dados e Interoperabilidade,,0.0,,,139
municipio,3300100,Angra dos Reis,6,Infraestrutura,,76.4,,,128
municipio,3300100,Angra dos Reis,9,Transparência e Participação,,88.89,,,3
municipio,3300209,Araruama,1,Governança do Governo Digital,,100.0,,,1
municipio,3300209,Araruama,2,Qualidade dos Serviços Digitais,,62.0,,,256
municipio,3300209,Araruama,3,Identificação Única,,100.0,,,1
municipio,3300209,Araruama,4,Segurança e LGPD,,0.0,,,257
municipio,3300209,Araruama,5,Dados e Interoperabilidade,,100.0,,,1
municipio,3300209,Araruama,6,Infraestrutura,,44.35,,,305
municipio,3300209,Araruama,9,Transparência e Participação,,22.22,,,314
municipio,3300407,Barra Mansa,1,Governança do Governo Digital,,100.0,,,1
municipio,3300407,Barra Mansa,2,Qualidade dos Serviços Digitais,,79.33,,,109
municipio,3300407,Barra Mansa,3,Identificação Única,,100.0,,,1
municipio,3300407,Barra Mansa,4,Segurança e LGPD,,60.0,,,85
municipio,3300407,Barra Mansa,5,Dados e Interoperabilidade,,100.0,,,1
municipio,3300407,Barra Mansa,6,Infraestrutura,,67.57,,,163
municipio,3300407,Barra Mansa,9,Transparência e Participação,,66.67,,,82
municipio,3300456,Belford Roxo,1,Governança do Governo Digital,,100.0,,,1
municipio,3300456,Belford Roxo,2,Qualidade dos Serviços Digitais,,63.33,,,246
municipio,3300456,Belford Roxo,3,Identificação Única,,100.0,,,1
municipio,3300456,Belford Roxo,4,Segurança e LGPD,,60.0,,,85
municipio,3300456,Belford Roxo,5,Dados e Interoperabilidade,,0.0,,,139
municipio,3300456,Belford Roxo,6,Infraestrutura,,55.62,,,262
municipio,3300456,Belford Roxo,9,Transparência e Participação,,66.67,,,82
municipio,3300704,Cabo Frio,1,Governança do Governo Digital,,100.0,,,1
municipio,3300704,Cabo Frio,2,Qualidade dos Serviços Digitais,,76.67,,,137
municipio,3300704,Cabo Frio,3,Identificação Única,,0.0,,,260
municipio,3300704,Cabo Frio,4,Segurança e LGPD,,40.0,,,142
municipio,3300704,Cabo Frio,5,Dados e Interoperabilidade,,0.0,,,139
municipio,3300704,Cabo Frio,6,Infraestrutura,,56.62,,,251
municipio,3300704,Cabo Frio,9,Transparência e Participação,,55.56,,,168
municipio,3301009,Campos dos Goytacazes,1,Governança do Governo Digital,,0.0,,,312
municipio,3301009,Campos dos Goytacazes,2,Qualidade dos Serviços Digitais,,0.0,,,318
municipio,3301009,Campos dos Goytacazes,3,Identificação Única,,0.0,,,260
municipio,3301009,Campos dos Goytacazes,4,Segurança e LGPD,,60.0,,,85
municipio,3301009,Campos dos Goytacazes,5,Dados e Interoperabilidade,,0.0,,,139
municipio,3301009,Campos dos Goytacazes,6,Infraestrutura,,16.62,,,319
municipio,3301009,Campos dos Goytacazes,9,Transparência e Participação,,22.22,,,314
municipio,3301702,Duque de Caxias,1,Governança do Governo Digital,,100.0,,,1
municipio,3301702,Duque de Caxias,2,Qualidade dos Serviços Digitais,,64.67,,,230
municipio,3301702,Duque de Caxias,3,Identificação Única,,100.0,,,1
municipio,3301702,Duque de Caxias,4,Segurança e LGPD,,60.0,,,85
municipio,3301702,Duque de Caxias,5,Dados e Interoperabilidade,,100.0,,,1
municipio,3301702,Duque de Caxias,6,Infraestrutura,,96.95,,,22
municipio,3301702,Duque de Caxias,9,Transparência e Participação,,44.44,,,256
municipio,3301900,Itaboraí,1,Governança do Governo Digital,,100.0,,,1
municipio,3301900,Itaboraí,2,Qualidade dos Serviços Digitais,,62.67,,,253
municipio,3301900,Itaboraí,3,Identificação Única,,0.0,,,260
municipio,3301900,Itaboraí,4,Segurança e LGPD,,40.0,,,142
municipio,3301900,Itaboraí,5,Dados e Interoperabilidade,,100.0,,,1
municipio,3301900,Itaboraí,6,Infraestrutura,,56.49,,,252
municipio,3301900,Itaboraí,9,Transparência e Participação,,55.56,,,168
municipio,3302007,Itaguaí,1,Governança do Governo Digital,,100.0,,,1
municipio,3302007,Itaguaí,2,Qualidade dos Serviços Digitais,,61.33,,,260
municipio,3302007,Itaguaí,3,Identificação Única,,100.0,,,1
municipio,3302007,Itaguaí,4,Segurança e LGPD,,0.0,,,257
municipio,3302007,Itaguaí,5,Dados e Interoperabilidade,,100.0,,,1
municipio,3302007,Itaguaí,6,Infraestrutura,,77.67,,,95
municipio,3302007,Itaguaí,9,Transparência e Participação,,33.33,,,301
municipio,3302205,Itaperuna,1,Governança do Governo Digital,,100.0,,,1
municipio,3302205,Itaperuna,2,Qualidade dos Serviços Digitais,,72.67,,,178
municipio,3302205,Itaperuna,3,Identificação Única,,100.0,,,1
municipio,3302205,Itaperuna,4,Segurança e LGPD,,0.0,,,257
municipio,3302205,Itaperuna,5,Dados e Interoperabilidade,,0.0,,,139
municipio,3302205,Itaperuna,6,Infraestrutura,,26.62,,,315
municipio,3302205,Itaperuna,9,Transparência e Participação,,44.44,,,256
municipio,3302403,Macaé,1,Governança do Governo Digital,,100.0,,,1
municipio,3302403,Macaé,2,Qualidade dos Serviços Digitais,,86.0,,,41
municipio,3302403,Macaé,3,Identificação Única,,0.0,,,260
municipio,3302403,Macaé,4,Segurança e LGPD,,20.0,,,190
municipio,3302403,Macaé,5,Dados e Interoperabilidade,,100.0,,,1
municipio,3302403,Macaé,6,Infraestrutura,,86.3,,,69
municipio,3302403,Macaé,9,Transparência e Participação,,66.67,,,82
municipio,3302502,Magé,1,Governança do Governo Digital,,100.0,,,1
municipio,3302502,Magé,2,Qualidade dos Serviços Digitais,,81.33,,,89
municipio,3302502,Magé,3,Identificação Única,,100.0,,,1
municipio,3302502,Magé,4,Segurança e LGPD,,20.0,,,190
municipio,3302502,Magé,5,Dados e Interoperabilidade,,0.0,,,139
municipio,3302502,Magé,6,Infraestrutura,,66.3,,,207
municipio,3302502,Magé,9,Transparência e Participação,,77.78,,,23
municipio,3302700,Maricá,1,Governança do Governo Digital,,100.0,,,1
municipio,3302700,Maricá,2,Qualidade dos Serviços Digitais,,82.0,,,73
municipio,3302700,Maricá,3,Identificação Única,,100.0,,,1
municipio,3302700,Maricá,4,Segurança e LGPD,,80.0,,,31
municipio,3302700,Maricá,5,Dados e Interoperabilidade,,0.0,,,139
municipio,3302700,Maricá,6,Infraestrutura,,76.4,,,128
municipio,3302700,Maricá,9,Transparência e Participação,,55.56,,,168
municipio,3302858,Mesquita,1,Governança do Governo Digital,,100.0,,,1
municipio,3302858,Mesquita,2,Qualidade dos Serviços Digitais,,70.0,,,198
municipio,3302858,Mesquita,3,Identificação Única,,100.0,,,1
municipio,3302858,Mesquita,4,Segurança e LGPD,,60.0,,,85
municipio,3302858,Mesquita,5,Dados e Interoperabilidade,,100.0,,,1
municipio,3302858,Mesquita,6,Infraestrutura,,87.06,,,54
municipio,3302858,Mesquita,9,Transparência e Participação,,66.67,,,82
municipio,3303203,Nilópolis,1,Governança do Governo Digital,,100.0,,,1
municipio,3303203,Nilópolis,2,Qualidade dos Serviços Digitais,,55.33,,,290
municipio,3303203,Nilópolis,3,Identificação Única,,100.0,,,1
municipio,3303203,Nilópolis,4,Segurança e LGPD,,60.0,,,85
municipio,3303203,Nilópolis,5,Dados e Interoperabilidade,,0.0,,,139
municipio,3303203,Nilópolis,6,Infraestrutura,,66.82,,,192
municipio,3303203,Nilópolis,9,Transparência e Participação,,66.67,,,82
municipio,3303302,Niterói,1,Governança do Governo Digital,,100.0,,,1
municipio,3303302,Niterói,2,Qualidade dos Serviços Digitais,,82.67,,,70
municipio,3303302,Niterói,3,Identificação Única,,100.0,,,1
municipio,3303302,Niterói,4,Segurança e LGPD,,80.0,,,31
municipio,3303302,Niterói,5,Dados e Interoperabilidade,,0.0,,,139
municipio,3303302,Niterói,6,Infraestrutura,,86.91,,,62
municipio,3303302,Niterói,9,Transparência e Participação,,66.67,,,82
municipio,3303401,Nova Friburgo,1,Governança do Governo Digital,,100.0,,,1
municipio,3303401,Nova Friburgo,2,Qualidade dos Serviços Digitais,,66.67,,,219
municipio,3303401,Nova Friburgo,3,Identificação Única,,100.0,,,1
municipio,3303401,Nova Friburgo,4,Segurança e LGPD,,0.0,,,257
municipio,3303401,Nova Friburgo,5,Dados e Interoperabilidade,,0.0,,,139
municipio,3303401,Nova Friburgo,6,Infraestrutura,,75.92,,,134
municipio,3303401,Nova Friburgo,9,Transparência e Participação,,66.67,,,82
municipio,3303500,Nova Iguaçu,1,Governança do Governo Digital,,100.0,,,1
municipio,3303500,Nova Iguaçu,2,Qualidade dos Serviços Digitais,,74.67,,,150
municipio,3303500,Nova Iguaçu,3,Identificação Única,,100.0,,,1
municipio,3303500,Nova Iguaçu,4,Segurança e LGPD,,20.0,,,190
municipio,3303500,Nova Iguaçu,5,Dados e Interoperabilidade,,100.0,,,1
municipio,3303500,Nova Iguaçu,6,Infraestrutura,,76.53,,,126
municipio,3303500,Nova Iguaçu,9,Transparência e Participação,,55.56,,,168
municipio,3303906,Petrópolis,1,Governança do Governo Digital,,100.0,,,1
municipio,3303906,Petrópolis,2,Qualidade dos Serviços Digitais,,89.33,,,27
municipio,3303906,Petrópolis,3,Identificação Única,,100.0,,,1
municipio,3303906,Petrópolis,4,Segurança e LGPD,,60.0,,,85
municipio,3303906,Petrópolis,5,Dados e Interoperabilidade,,100.0,,,1
municipio,3303906,Petrópolis,6,Infraestrutura,,66.71,,,197
municipio,3303906,Petrópolis,9,Transparência e Participação,,66.67,,,82
municipio,3304144,Queimados,1,Governança do Governo Digital,,100.0,,,1
municipio,3304144,Queimados,2,Qualidade dos Serviços Digitais,,80.67,,,97
municipio,3304144,Queimados,3,Identificação Única,,100.0,,,1
municipio,3304144,Queimados,4,Segurança e LGPD,,20.0,,,190
municipio,3304144,Queimados,5,Dados e Interoperabilidade,,100.0,,,1
municipio,3304144,Queimados,6,Infraestrutura,,56.99,,,240
municipio,3304144,Queimados,9,Transparência e Participação,,55.56,,,168
municipio,3304201,Resende,1,Governança do Governo Digital,,100.0,,,1
municipio,3304201,Resende,2,Qualidade dos Serviços Digitais,,74.0,,,158
municipio,3304201,Resende,3,Identificação Única,,100.0,,,1
municipio,3304201,Resende,4,Segurança e LGPD,,20.0,,,190
municipio,3304201,Resende,5,Dados e Interoperabilidade,,100.0,,,1
municipio,3304201,Resende,6,Infraestrutura,,77.78,,,93
municipio,3304201,Resende,9,Transparência e Participação,,66.67,,,82
municipio,3304524,Rio das Ostras,1,Governança do Governo Digital,,100.0,,,1
municipio,3304524,Rio das Ostras,2,Qualidade dos Serviços Digitais,,69.33,,,204
municipio,3304524,Rio das Ostras,3,Identificação Única,,100.0,,,1
municipio,3304524,Rio das Ostras,4,Segurança e LGPD,,20.0,,,190
municipio,3304524,Rio das Ostras,5,Dados e Interoperabilidade,,0.0,,,139
municipio,3304524,Rio das Ostras,6,Infraestrutura,,67.64,,,160
municipio,3304524,Rio das Ostras,9,Transparência e Participação,,44.44,,,256
municipio,3304557,Rio de Janeiro,1,Governança do Governo Digital,,100.0,,,1
municipio,3304557,Rio de Janeiro,2,Qualidade dos Serviços Digitais,,82.0,,,73
municipio,3304557,Rio de Janeiro,3,Identificação Única,,100.0,,,1
municipio,3304557,Rio de Janeiro,4,Segurança e LGPD,,80.0,,,31
municipio,3304557,Rio de Janeiro,5,Dados e Interoperabilidade,,100.0,,,1
municipio,3304557,Rio de Janeiro,6,Infraestrutura,,86.94,,,60
municipio,3304557,Rio de Janeiro,9,Transparência e Participação,,66.67,,,82
municipio,3304904,São Gonçalo,1,Governança do Governo Digital,,100.0,,,1
municipio,3304904,São Gonçalo,2,Qualidade dos Serviços Digitais,,64.67,,,230
municipio,3304904,São Gonçalo,3,Identificação Única,,0.0,,,260
municipio,3304904,São Gonçalo,4,Segurança e LGPD,,20.0,,,190
municipio,3304904,São Gonçalo,5,Dados e Interoperabilidade,,0.0,,,139
municipio,3304904,São Gonçalo,6,Infraestrutura,,66.32,,,206
municipio,3304904,São Gonçalo,9,Transparência e Participação,,55.56,,,168
municipio,3305109,São João de Meriti,1,Governança do Governo Digital,,100.0,,,1
municipio,3305109,São João de Meriti,2,Qualidade dos Serviços Digitais,,78.67,,,119
municipio,3305109,São João de Meriti,3,Identificação Única,,0.0,,,260
municipio,3305109,São João de Meriti,4,Segurança e LGPD,,40.0,,,142
municipio,3305109,São João de Meriti,5,Dados e Interoperabilidade,,0.0,,,139
municipio,3305109,São João de Meriti,6,Infraestrutura,,66.36,,,204
municipio,3305109,São João de Meriti,9,Transparência e Participação,,44.44,,,256
municipio,3305208,São Pedro da Aldeia,1,Governança do Governo Digital,,100.0,,,1
municipio,3305208,São Pedro da Aldeia,2,Qualidade dos Serviços Digitais,,79.33,,,109
municipio,3305208,São Pedro da Aldeia,3,Identificação Única,,0.0,,,260
municipio,3305208,São Pedro da Aldeia,4,Segurança e LGPD,,60.0,,,85
municipio,3305208,São Pedro da Aldeia,5,Dados e Interoperabilidade,,0.0,,,139
municipio,3305208,São Pedro da Aldeia,6,Infraestrutura,,45.63,,,300
municipio,3305208,São Pedro da Aldeia,9,Transparência e Participação,,66.67,,,82
municipio,3305802,Teresópolis,1,Governança do Governo Digital,,100.0,,,1
municipio,3305802,Teresópolis,2,Qualidade dos Serviços Digitais,,87.33,,,36
municipio,3305802,Teresópolis,3,Identificação Única,,100.0,,,1
municipio,3305802,Teresópolis,4,Segurança e LGPD,,100.0,,,1
municipio,3305802,Teresópolis,5,Dados e Interoperabilidade,,100.0,,,1
municipio,3305802,Teresópolis,6,Infraestrutura,,66.94,,,188
municipio,3305802,Teresópolis,9,Transparência e Participação,,66.67,,,82
municipio,3306305,Volta Redonda,1,Governança do Governo Digital,,100.0,,,1
municipio,3306305,Volta Redonda,2,Qualidade dos Serviços Digitais,,74.0,,,158
municipio,3306305,Volta Redonda,3,Identificação Única,,100.0,,,1
municipio,3306305,Volta Redonda,4,Segurança e LGPD,,40.0,,,142
municipio,3306305,Volta Redonda,5,Dados e Interoperabilidade,,100.0,,,1
municipio,3306305,Volta Redonda,6,Infraestrutura,,68.2,,,141
municipio,3306305,Volta Redonda,9,Transparência e Participação,,55.56,,,168
municipio,3501608,Americana,1,Governança do Governo Digital,,100.0,,,1
municipio,3501608,Americana,2,Qualidade dos Serviços Digitais,,70.0,,,198
municipio,3501608,Americana,3,Identificação Única,,100.0,,,1
municipio,3501608,Americana,4,Segurança e LGPD,,20.0,,,190
municipio,3501608,Americana,5,Dados e Interoperabilidade,,0.0,,,139
municipio,3501608,Americana,6,Infraestrutura,,67.39,,,172
municipio,3501608,Americana,9,Transparência e Participação,,77.78,,,23
municipio,3502804,Araçatuba,1,Governança do Governo Digital,,100.0,,,1
municipio,3502804,Araçatuba,2,Qualidade dos Serviços Digitais,,74.0,,,158
municipio,3502804,Araçatuba,3,Identificação Única,,100.0,,,1
municipio,3502804,Araçatuba,4,Segurança e LGPD,,60.0,,,85
municipio,3502804,Araçatuba,5,Dados e Interoperabilidade,,100.0,,,1
municipio,3502804,Araçatuba,6,Infraestrutura,,68.23,,,140
municipio,3502804,Araçatuba,9,Transparência e Participação,,55.56,,,168
municipio,3503208,Araraquara,1,Governança do Governo Digital,,100.0,,,1
municipio,3503208,Araraquara,2,Qualidade dos Serviços Digitais,,85.33,,,43
municipio,3503208,Araraquara,3,Identificação Única,,100.0,,,1
municipio,3503208,Araraquara,4,Segurança e LGPD,,80.0,,,31
municipio,3503208,Araraquara,5,Dados e Interoperabilidade,,0.0,,,139
municipio,3503208,Araraquara,6,Infraestrutura,,78.1,,,84
municipio,3503208,Araraquara,9,Transparência e Participação,,66.67,,,82
municipio,3503307,Araras,1,Governança do Governo Digital,,100.0,,,1
municipio,3503307,Araras,2,Qualidade dos Serviços Digitais,,71.33,,,188
municipio,3503307,Araras,3,Identificação Única,,100.0,,,1
municipio,3503307,Araras,4,Segurança e LGPD,,0.0,,,257
municipio,3503307,Araras,5,Dados e Interoperabilidade,,100.0,,,1
municipio,3503307,Araras,6,Infraestrutura,,68.05,,,144
municipio,3503307,Araras,9,Transparência e Participação,,66.67,,,82
municipio,3504008,Assis,1,Governança do Governo Digital,,100.0,,,1
municipio,3504008,Assis,2,Qualidade dos Serviços Digitais,,60.67,,,265
municipio,3504008,Assis,3,Identificação Única,,100.0,,,1
municipio,3504008,Assis,4,Segurança e LGPD,,40.0,,,142
municipio,3504008,Assis,5,Dados e Interoperabilidade,,0.0,,,139
municipio,3504008,Assis,6,Infraestrutura,,87.98,,,35
municipio,3504008,Assis,9,Transparência e Participação,,77.78,,,23
municipio,3504107,Atibaia,1,Governança do Governo Digital,,100.0,,,1
municipio,3504107,Atibaia,2,Qualidade dos Serviços Digitais,,71.33,,,188
municipio,3504107,Atibaia,3,Identificação Única,,100.0,,,1
municipio,3504107,Atibaia,4,Segurança e LGPD,,20.0,,,190
municipio,3504107,Atibaia,5,Dados e Interoperabilidade,,0.0,,,139
municipio,3504107,Atibaia,6,Infraestrutura,,57.45,,,229
municipio,3504107,Atibaia,9,Transparência e Participação,,55.56,,,168
municipio,3505500,Barretos,1,Governança do Governo Digital,,100.0,,,1
municipio,3505500,Barretos,2,Qualidade dos Serviços Digitais,,82.0,,,73
municipio,3505500,Barretos,3,Identificação Única,,100.0,,,1
municipio,3505500,Barretos,4,Segurança e LGPD,,60.0,,,85
municipio,3505500,Barretos,5,Dados e Interoperabilidade,,100.0,,,1
municipio,3505500,Barretos,6,Infraestrutura,,67.28,,,177
municipio,3505500,Barretos,9,Transparência e Participação,,55.56,,,168
municipio,3505708,Barueri,1,Governança do Governo Digital,,100.0,,,1
municipio,3505708,Barueri,2,Qualidade dos Serviços Digitais,,93.33,,,12
municipio,3505708,Barueri,3,Identificação Única,,100.0,,,1
municipio,3505708,Barueri,4,Segurança e LGPD,,40.0,,,142
municipio,3505708,Barueri,5,Dados e Interoperabilidade,,0.0,,,139
municipio,3505708,Barueri,6,Infraestrutura,,88.47,,,29
municipio,3505708,Barueri,9,Transparência e Participação,,77.78,,,23
municipio,3506003,Bauru,1,Governança do Governo Digital,,100.0,,,1
municipio,3506003,Bauru,2,Qualidade dos Serviços Digitais,,74.0,,,158
municipio,3506003,Bauru,3,Identificação Única,,100.0,,,1
municipio,3506003,Bauru,4,Segurança e LGPD,,20.0,,,190
municipio,3506003,Bauru,5,Dados e Interoperabilidade,,0.0,,,139
municipio,3506003,Bauru,6,Infraestrutura,,57.5,,,228
municipio,3506003,Bauru,9,Transparência e Participação,,55.56,,,168
municipio,3506508,Birigui,1,Governança do Governo Digital,,100.0,,,1
municipio,3506508,Birigui,2,Qualidade dos Serviços Digitais,,64.67,,,230
municipio,3506508,Birigui,3,Identificação Única,,0.0,,,260
municipio,3506508,Birigui,4,Segurança e LGPD,,20.0,,,190
municipio,3506508,Birigui,5,Dados e Interoperabilidade,,100.0,,,1
municipio,3506508,Birigui,6,Infraestrutura,,48.21,,,279
municipio,3506508,Birigui,9,Transparência e Participação,,55.56,,,168
municipio,3507506,Botucatu,1,Governança do Governo Digital,,100.0,,,1
municipio,3507506,Botucatu,2,Qualidade dos Serviços Digitais,,79.33,,,109
municipio,3507506,Botucatu,3,Identificação Única,,100.0,,,1
municipio,3507506,Botucatu,4,Segurança e LGPD,,80.0,,,31
municipio,3507506,Botucatu,5,Dados e Interoperabilidade,,0.0,,,139
municipio,3507506,Botucatu,6,Infraestrutura,,67.43,,,169
municipio,3507506,Botucatu,9,Transparência e Participação,,55.56,,,168
municipio,3507605,Bragança Paulista,1,Governança do Governo Digital,,100.0,,,1
municipio,3507605,Bragança Paulista,2,Qualidade dos Serviços Digitais,,80.0,,,100
municipio,3507605,Bragança Paulista,3,Identificação Única,,100.0,,,1
municipio,3507605,Bragança Paulista,4,Segurança e LGPD,,60.0,,,85
municipio,3507605,Bragança Paulista,5,Dados e Interoperabilidade,,0.0,,,139
municipio,3507605,Bragança Paulista,6,Infraestrutura,,88.0,,,34
municipio,3507605,Bragança Paulista,9,Transparência e Participação,,66.67,,,82
municipio,3509502,Campinas,1,Governança do Governo Digital,,100.0,,,1
municipio,3509502,Campinas,2,Qualidade dos Serviços Digitais,,82.0,,,73
municipio,3509502,Campinas,3,Identificação Única,,100.0,,,1
municipio,3509502,Campinas,4,Segurança e LGPD,,100.0,,,1
municipio,3509502,Campinas,5,Dados e Interoperabilidade,,100.0,,,1
municipio,3509502,Campinas,6,Infraestrutura,,97.8,,,8
municipio,3509502,Campinas,9,Transparência e Participação,,66.67,,,82
municipio,3510500,Caraguatatuba,1,Governança do Governo Digital,,100.0,,,1
municipio,3510500,Caraguatatuba,2,Qualidade dos Serviços Digitais,,86.67,,,37
municipio,3510500,Caraguatatuba,3,Identificação Única,,100.0,,,1
municipio,3510500,Caraguatatuba,4,Segurança e LGPD,,0.0,,,257
municipio,3510500,Caraguatatuba,5,Dados e Interoperabilidade,,0.0,,,139
municipio,3510500,Caraguatatuba,6,Infraestrutura,,78.11,,,83
municipio,3510500,Caraguatatuba,9,Transparência e Participação,,66.67,,,82
municipio,3510609,Carapicuíba,1,Governança do Governo Digital,,100.0,,,1
municipio,3510609,Carapicuíba,2,Qualidade dos Serviços Digitais,,76.67,,,137
municipio,3510609,Carapicuíba,3,Identificação Única,,100.0,,,1
municipio,3510609,Carapicuíba,4,Segurança e LGPD,,0.0,,,257
municipio,3510609,Carapicuíba,5,Dados e Interoperabilidade,,0.0,,,139
municipio,3510609,Carapicuíba,6,Infraestrutura,,67.1,,,181
municipio,3510609,Carapicuíba,9,Transparência e Participação,,11.11,,,317
municipio,3511102,Catanduva,1,Governança do Governo Digital,,100.0,,,1
municipio,3511102,Catanduva,2,Qualidade dos Serviços Digitais,,75.33,,,147
municipio,3511102,Catanduva,3,Identificação Única,,100.0,,,1
municipio,3511102,Catanduva,4,Segurança e LGPD,,80.0,,,31
municipio,3511102,Catanduva,5,Dados e Interoperabilidade,,0.0,,,139
municipio,3511102,Catanduva,6,Infraestrutura,,87.83,,,39
municipio,3511102,Catanduva,9,Transparência e Participação,,55.56,,,168
municipio,3513009,Cotia,1,Governança do Governo Digital,,100.0,,,1
municipio,3513009,Cotia,2,Qualidade dos Serviços Digitais,,68.67,,,206
municipio,3513009,Cotia,3,Identificação Única,,0.0,,,260
municipio,3513009,Cotia,4,Segurança e LGPD,,60.0,,,85
municipio,3513009,Cotia,5,Dados e Interoperabilidade,,0.0,,,139
municipio,3513009,Cotia,6,Infraestrutura,,86.96,,,58
municipio,3513009,Cotia,9,Transparência e Participação,,88.89,,,3
municipio,3513504,Cubatão,1,Governança do Governo Digital,,100.0,,,1
municipio,3513504,Cubatão,2,Qualidade dos Serviços Digitais,,60.67,,,265
municipio,3513504,Cubatão,3,Identificação Única,,100.0,,,1
municipio,3513504,Cubatão,4,Segurança e LGPD,,0.0,,,257
municipio,3513504,Cubatão,5,Dados e Interoperabilidade,,0.0,,,139
municipio,3513504,Cubatão,6,Infraestrutura,,47.48,,,281
municipio,3513504,Cubatão,9,Transparência e Participação,,44.44,,,256
municipio,3513801,Diadema,1,Governança do Governo Digital,,100.0,,,1
municipio,3513801,Diadema,2,Qualidade dos Serviços Digitais,,77.33,,,130
municipio,3513801,Diadema,3,Identificação Única,,100.0,,,1
municipio,3513801,Diadema,4,Segurança e LGPD,,40.0,,,142
municipio,3513801,Diadema,5,Dados e Interoperabilidade,,100.0,,,1
municipio,3513801,Diadema,6,Infraestrutura,,98.01,,,5
municipio,3513801,Diadema,9,Transparência e Participação,,77.78,,,23
municipio,3515004,Embu das Artes,1,Governança do Governo Digital,,100.0,,,1
municipio,3515004,Embu das Artes,2,Qualidade dos Serviços Digitais,,54.0,,,296
municipio,3515004,Embu das Artes,3,Identificação Única,,0.0,,,260
municipio,3515004,Embu das Artes,4,Segurança e LGPD,,60.0,,,85
municipio,3515004,Embu das Artes,5,Dados e Interoperabilidade,,0.0,,,139
municipio,3515004,Embu das Artes,6,Infraestrutura,,57.55,,,226
municipio,3515004,Embu das Artes,9,Transparência e Participação,,44.44,,,256
municipio,3515707,Ferraz de Vasconcelos,1,Governança do Governo Digital,,100.0,,,1
municipio,3515707,Ferraz de Vasconcelos,2,Qualidade dos Serviços Digitais,,68.0,,,211
municipio,3515707,Ferraz de Vasconcelos,3,Identificação Única,,0.0,,,260
